,Unnamed: 0,galex_objid,sdss_objid,u,g,r,i,z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,nuv_mag,fuv_mag,class,spectrometric_redshift,nuv-u,nuv-g,nuv-r,nuv-i,nuv-z,u-g,u-r,u-i,u-z,g-r,g-i,g-z,r-i,r-z,i-z,fuv-nuv,fuv-u,fuv-g,fuv-r,fuv-i,fuv-z,pred
158,158,6.37485645777758e+18,1.23766732325441e+18,17.6482753753662,17.5480270385742,17.867534637451197,18.1521625518799,18.4198989868164,0.09980983287096,0.07777114957571,0.053801719099283,0.039980445057154,0.02973810583353,17.2875709533691,17.1021327972412,0,-4.7885307139949893e-05,-0.360704421997099,-0.260456085205099,-0.579963684082095,-0.8645915985107991,-1.1323280334473,0.100248336791999,-0.219259262084996,-0.5038871765137001,-0.7716236114501991,-0.31950759887699604,-0.6041355133056999,-0.8718719482421979,-0.284627914428704,-0.5523643493652021,-0.267736434936499,0.18543815612790104,0.546142578125,0.44589424133300093,0.7654018402099959,1.0500297546387,1.3177661895752,0
165,165,6.37485650394848e+18,1.2376674429721e+18,20.1208877563477,19.9175109863281,20.216861724853498,20.455335617065398,20.815261840820305,0.08609781414270401,0.067086830735207,0.046410359442234005,0.034487869590521004,0.025652639567852003,20.066818237304695,19.585140228271502,0,-0.0007790773524900001,-0.054069519043001,0.14930725097659805,-0.15004348754879998,-0.3885173797607,-0.748443603515604,0.203376770019599,-0.095973968505799,-0.3344478607176989,-0.6943740844726031,-0.299350738525398,-0.537824630737298,-0.8977508544922019,-0.2384738922119,-0.598400115966804,-0.359926223754904,0.481678009033196,0.5357475280761971,0.332370758056598,0.6317214965819961,0.870195388793896,1.2301216125488,0
171,171,6.37485650609596e+18,1.23766532984989e+18,20.6855449676514,20.1025791168213,19.9358196258545,19.8910884857178,19.960504531860398,0.090133458375931,0.070231378078461,0.048585742712020985,0.036104414612055005,0.02685505151748701,21.451828002929695,21.7941455841064,0,-0.000474708824186,0.766283035278299,1.3492488861084,1.5160083770752,1.5607395172119,1.4913234710693002,0.582965850830099,0.7497253417969,0.7944564819336009,0.725040435791001,0.16675949096679998,0.21149063110350105,0.14207458496090195,0.044731140136701,-0.024684906005899,-0.0694160461426,-0.34231758117670097,-1.108600616455,-1.6915664672851003,-1.8583259582519,-1.9030570983886,-1.833641052246,1
174,174,6.37489159812625e+18,1.23766502598148e+18,17.5072116851807,16.2118072509766,16.3667678833008,16.497257232665998,16.5754528045654,0.065022118389607,0.05066479369998,0.035049669444561005,0.02604566141963,0.019373185932636004,18.770977020263697,20.0878009796143,0,-3.59074783773394e-06,1.263765335083,2.5591697692871,2.4042091369629,2.2737197875977,2.1955242156983,1.2954044342041,1.1404438018799,1.0099544525147,0.931758880615298,-0.154960632324197,-0.285449981689396,-0.3636455535888,-0.130489349365199,-0.208684921264602,-0.078195571899403,-1.3168239593506,-2.5805892944336,-3.8759937286377,-3.7210330963135,-3.5905437469483,-3.5123481750489,1
209,209,6.37489166255077e+18,1.23766725401818e+18,22.4244709014893,21.3028545379639,21.0662746429443,21.1053085327148,20.6762065887451,0.063530951738358,0.049502890557051,0.034245871007442995,0.02544835023582,0.018928898498416,22.5138893127441,22.131183624267607,0,2.8313801522017494e-05,0.08941841125480099,1.2110347747802,1.4476146697998,1.4085807800293002,1.837682723999,1.1216163635254,1.358196258545,1.3191623687745,1.7482643127442,0.236579895019599,0.197546005249098,0.6266479492188001,-0.039033889770501,0.39006805419920093,0.429101943969702,0.3827056884764989,0.293287277221697,-0.828329086303704,-1.0649089813233,-1.0258750915528,-1.4549770355225,1
229,229,6.37862114478889e+18,1.23766773504921e+18,17.1753025054932,15.975872993469201,15.9494123458862,15.9901437759399,16.026575088501,0.17748600244522106,0.13829588890075695,0.095672458410263,0.071094885468483,0.05288153514266,18.865924835205103,21.6117248535156,0,0.0006784724537280001,1.6906223297119,2.8900518417359,2.9165124893189,2.8757810592652,2.8393497467041,1.199429512024,1.225890159607,1.1851587295533,1.1487274169922,0.026460647583001,-0.0142707824707,-0.050702095031801,-0.0407314300537,-0.077162742614801,-0.036431312561101,-2.7458000183105,-4.4364223480224005,-5.6358518600464,-5.662312507629402,-5.6215810775757005,-5.5851497650146,0
239,239,6.37862116411625e+18,1.2376677817651e+18,20.074878692627,19.9770603179932,20.296527862548803,20.5947895050049,21.1650409698486,0.170628756284714,0.13295277953147902,0.09197611361742,0.068348109722138,0.050838436931372015,19.9160938262939,19.5309562683105,0,-1.29691825350164e-05,-0.15878486633310002,-0.060966491699301,-0.380434036254904,-0.678695678711001,-1.2489471435547,0.0978183746338,-0.221649169921804,-0.519910812377901,-1.0901622772216,-0.319467544555604,-0.617729187011701,-1.1879806518554,-0.298261642456097,-0.868513107299798,-0.5702514648436999,0.3851375579833979,0.543922424316499,0.446104049682699,0.765571594238303,1.0638332366944,1.6340847015381,0
242,242,6.37862117485367e+18,1.23766778230224e+18,19.988872528076197,19.867486953735398,20.1943759918213,20.425012588501,20.6527996063232,0.175004556775093,0.136362358927727,0.094334848225117,0.070100903511047,0.052142195403576,19.686897277832,19.510177612304695,0,-7.73576684878208e-05,-0.301975250244198,-0.180589675903399,-0.5074787139893,-0.738115310669002,-0.9659023284912,0.121385574340799,-0.205503463745103,-0.43614006042480497,-0.6639270782470029,-0.326889038085902,-0.557525634765604,-0.7853126525878019,-0.230636596679702,-0.4584236145019,-0.227787017822198,0.17671966552730106,0.478694915771499,0.35730934143070003,0.684198379516602,0.9148349761963028,1.1426219940185,0
264,264,6.37872673870735e+18,1.2376677828359e+18,20.2211608886719,20.016414642334002,20.3691558837891,20.702093124389602,20.9168758392334,0.063656337559223,0.049600586295128,0.034313455224037004,0.025498576462269,0.018966255709529,19.8206882476807,19.428432464599602,0,-0.000477779249195,-0.4004726409912,-0.19572639465330305,-0.548467636108402,-0.881404876708903,-1.0961875915527,0.204746246337898,-0.147994995117202,-0.4809322357177021,-0.695714950561499,-0.352741241455099,-0.6856784820556,-0.9004611968993961,-0.33293724060050106,-0.5477199554442971,-0.214782714843796,0.3922557830810971,0.7927284240722979,0.5879821777344,0.940723419189499,1.27366065979,1.4884433746338002,0
265,265,6.3787267451498e+18,1.23766791220619e+18,20.434139251709002,20.1345901489258,20.388069152832,20.7080478668213,20.9463329315186,0.053362257778645,0.041579511016607,0.028764512389898,0.021375115960836,0.015899159014225003,20.312328338623,20.1678314208984,0,-0.000361916521797,-0.121810913086001,0.177738189697202,-0.075740814208999,-0.39571952819829903,-0.6340045928956,0.299549102783203,0.046070098877003,-0.273908615112298,-0.512193679809599,-0.2534790039062,-0.5734577178955009,-0.8117427825928021,-0.3199787139893,-0.558263778686602,-0.238285064697301,0.144496917724602,0.266307830810604,-0.0332412719726,0.22023773193360105,0.5402164459229011,0.778501510620202,0
272,272,6.37872676877212e+18,1.23766773612203e+18,19.9939937591553,20.060998916626,20.4203090667725,20.7684440612793,20.7322692871094,0.119884289801121,0.093413025140762,0.064622700214386,0.048021592199802,0.035719241946936,19.714145660400398,19.286573410034197,0,9.313607006333772e-05,-0.27984809875490096,-0.346853256225604,-0.7061634063721021,-1.0542984008789,-1.018123626709,-0.067005157470703,-0.4263153076172021,-0.7744503021240021,-0.738275527954102,-0.359310150146499,-0.707445144653299,-0.671270370483398,-0.3481349945068,-0.3119602203369,0.036174774169901,0.4275722503662,0.7074203491211009,0.774425506591804,1.1337356567383,1.4818706512451,1.4456958770752,0
293,293,6.37886750733422e+18,1.23766778283314e+18,20.1280212402344,19.989456176757802,20.292278289794897,20.5919513702393,21.616735458374,0.108959458768368,0.08490046858787499,0.05873375385999701,0.043645475059748,0.0324642136693,19.722791671752894,19.471637725830103,0,8.57272534631193e-05,-0.405229568481502,-0.266664505004904,-0.5694866180419991,-0.869159698486403,-1.8939437866211,0.13856506347659805,-0.16425704956049694,-0.463930130004901,-1.4887142181396005,-0.3028221130370949,-0.602495193481499,-1.6272792816161998,-0.29967308044440305,-1.3244571685791,-1.0247840881347,0.251153945922795,0.656383514404297,0.517818450927699,0.8206405639647941,1.1203136444092,2.1450977325439,0
294,294,6.37886751162919e+18,1.2376679143443e+18,21.805133819580107,21.5356941223145,20.4351024627686,19.613666534423803,19.237600326538104,0.150276988744736,0.117094807326794,0.081005647778511,0.060195878148079,0.044774673879147006,21.4453907012939,21.7263717651367,1,0.0,-0.359743118286204,-0.09030342102060003,1.0102882385253,1.8317241668701,2.2077903747558,0.269439697265604,1.3700313568115,2.1914672851563,2.567533493042,1.1005916595459,1.9220275878907,2.2980937957764,0.821435928344798,1.1975021362305,0.3760662078857,-0.280981063842802,0.07876205444340201,-0.190677642822202,-1.2912693023681,-2.1127052307129,-2.4887714385986,1
338,338,6.37928972731548e+18,1.23766542809471e+18,21.2541828155518,20.496404647827106,19.9678344726563,19.1264572143555,18.5828456878662,0.06393146514892599,0.049814965575934005,0.034461762756109,0.025608783587813,0.019048228859901,21.8652286529541,21.7719345092773,0,-2.6038374926429198e-05,0.611045837402301,1.368824005127,1.8973941802978,2.7387714385986,3.2823829650879,0.7577781677246981,1.2863483428955,2.1277256011963,2.6713371276856,0.528570175170803,1.3699474334716002,1.9135589599609,0.8413772583007991,1.3849887847901,0.5436115264893,0.093294143676801,-0.517751693725501,-1.2755298614502,-1.804100036621,-2.6454772949218,-3.1890888214111,1
348,348,3.15051656647856e+18,1.23766725348059e+18,24.1040420532227,21.8576965332031,20.6230792999268,19.432237625122106,18.533275604248,0.07129638642072701,0.055553663522005,0.038431767374277,0.028558921068907006,0.021242590621114,23.1595268249512,23.1538410186768,0,3.06145921058487e-05,-0.944515228271499,1.3018302917481002,2.5364475250244,3.7272891998291,4.6262512207032005,2.2463455200196,3.4809627532959,4.671804428100598,5.5707664489747,1.2346172332763,2.425458908081,3.3244209289551003,1.1908416748047,2.0898036956788,0.8989620208741022,0.005685806274399999,0.950201034545898,-1.2961444854737,-2.53076171875,-3.7216033935547,-4.6205654144288,1
357,357,6.37471576860761e+18,1.2376646721804e+18,21.4292278289795,21.2150573730469,21.403150558471697,21.5965213775635,22.5344638824463,0.049273200333118,0.038393341004848994,0.026560336351395004,0.019737176597118,0.014680833555758,21.3201866149902,21.5012855529785,0,8.207296923501421e-05,-0.1090412139893,0.105129241943299,-0.082963943481499,-0.27633476257330297,-1.2142772674561002,0.214170455932599,0.026077270507802,-0.16729354858400194,-1.1052360534668,-0.18809318542479805,-0.3814640045166021,-1.3194065093994,-0.193370819091804,-1.1313133239746,-0.937942504882798,-0.181098937988303,-0.072057723999002,-0.286228179931602,-0.098134994506804,0.095235824585,1.0331783294678,0
390,390,6.37872678702573e+18,1.23766829713287e+18,20.5313835144043,20.145738601684602,20.3555126190186,20.620769500732397,20.867689132690398,0.078877210617065,0.061460588127375,0.042518150061369,0.031595543026924,0.023501278832555,20.5971927642822,20.837720870971697,0,5.900877658859829e-05,0.06580924987790099,0.451454162597599,0.24168014526360104,-0.023576736450195,-0.270496368408196,0.385644912719698,0.17587089538570005,-0.08938598632809698,-0.3363056182860969,-0.20977401733399895,-0.475030899047795,-0.721950531005795,-0.265256881713796,-0.5121765136717971,-0.24691963195800096,-0.240528106689496,-0.30633735656739697,-0.6919822692870949,-0.4822082519530971,-0.2169513702393,0.0299682617187,0
391,391,3.0571372429548e+18,1.23766512800937e+18,21.4815101623535,20.7287979125977,20.8176040649414,20.937921524047894,20.8242340087891,0.07183624804019903,0.055974319577217,0.038722775876522,0.028775172308087,0.021403441205621,22.907302856445302,24.0200634002686,0,0.000222121481784,1.4257926940918002,2.1785049438476003,2.0896987915039,1.9693813323974,2.0830688476562,0.7527122497558031,0.663906097412102,0.543588638305604,0.6572761535644001,-0.08880615234369997,-0.20912361145019895,-0.095436096191403,-0.120317459106499,-0.006629943847702,0.113687515258796,-1.1127605438233,-2.5385532379151003,-3.2912654876709,-3.2024593353272004,-3.0821418762207,-3.1958293914795,1
392,392,6.37468053591714e+18,1.23766222514297e+18,20.8558197021484,20.461593627929695,20.7162265777588,20.9257717132568,20.845172882080103,0.06447097659111,0.05023534595966299,0.034752581268549,0.025824891403318,0.01920897513628,21.0005874633789,20.832340240478498,0,-0.0007284060702660001,0.144767761230501,0.538993835449201,0.28436088562009904,0.074815750122099,0.15541458129879598,0.3942260742187,0.139593124389599,-0.069952011108402,0.010646820068296,-0.25463294982910195,-0.464178085327102,-0.383579254150405,-0.20954513549800105,-0.12894630432130302,0.080598831176698,0.168247222900401,0.023479461669901,-0.3707466125488,-0.116113662719698,0.093431472778303,0.012832641601605,0
397,397,6.37932488699151e+18,1.23766542970526e+18,20.2858505249023,20.252367019653303,20.611415863037106,20.8603363037109,21.091360092163104,0.059840805828571,0.046627551317214994,0.032256722450256,0.023970203474164,0.017829427495598998,19.944715499877894,19.673171997070305,0,-0.00019672658527300005,-0.341135025024403,-0.30765151977540506,-0.6667003631592049,-0.9156208038330008,-1.14664459228521,0.033483505248999,-0.32556533813480104,-0.5744857788085971,-0.805509567260803,-0.3590488433838,-0.6079692840575961,-0.8389930725098009,-0.248920440673796,-0.479944229126001,-0.23102378845220495,0.271543502807596,0.6126785278319989,0.5791950225830009,0.9382438659668,1.1871643066406,1.4181880950928,0
398,398,6.37932488699151e+18,1.2376654297052e+18,19.941291809082,20.104022979736303,20.5457134246826,20.7655353546143,20.8370685577393,0.062158435583115,0.048433430492878,0.033506024628878,0.024898566305637,0.018519958481193,19.353473663330103,19.064527511596697,0,-0.000223795999773,-0.587818145751896,-0.7505493164061999,-1.1922397613525,-1.4120616912842,-1.4835948944092,-0.162731170654304,-0.6044216156005999,-0.824243545532301,-0.895776748657301,-0.441690444946296,-0.6615123748779971,-0.7330455780029971,-0.21982192993170105,-0.29135513305670097,-0.071533203125,0.288946151733406,0.8767642974853019,1.03949546813961,1.4811859130859,1.7010078430176,1.7725410461426,0
417,417,3.1560405128965e+18,1.23766778229765e+18,22.4543514251709,21.4027271270752,21.3123245239258,21.4362907409668,21.581901550293,0.12653166055679302,0.09859261661767997,0.06820591539144501,0.050684303045272994,0.037699811160563985,23.7006988525391,23.197608947753896,0,-7.448422547895459e-05,1.2463474273682,2.2979717254639,2.3883743286133,2.2644081115723,2.1187973022461,1.0516242980957,1.1420269012451,1.0180606842041,0.8724498748778979,0.0904026031494,-0.033563613891602,-0.179174423217802,-0.12396621704100097,-0.269577026367202,-0.14561080932620002,0.503089904785206,-0.743257522582997,-1.7948818206786998,-1.8852844238281,-1.7613182067871,-1.6157073974609,1
418,418,6.37872674192858e+18,1.23766791488406e+18,19.4686374664307,19.183750152587894,19.4790058135986,19.6811351776123,20.0372428894043,0.13956181704998002,0.10874561965465497,0.07522971928119701,0.055903743952513005,0.041582114994526,19.3339824676514,19.0468788146973,0,-0.000122293931781,-0.1346549987793,0.150232315063501,-0.145023345947202,-0.347152709960902,-0.7032604217529009,0.284887313842802,-0.010368347167901,-0.212497711181602,-0.5686054229736011,-0.295255661010703,-0.497385025024403,-0.8534927368164029,-0.2021293640137,-0.5582370758056999,-0.35610771179199896,0.287103652954098,0.4217586517333979,0.136871337890597,0.4321269989013,0.634256362915,0.990364074706999,0
441,441,2.587461059941e+18,1.2376650238321e+18,24.155649185180696,21.3042583465576,20.8003177642822,20.5057010650635,20.3541240692139,0.06279696524143201,0.04893096908927,0.033850219100714,0.025154339149594,0.01871020719409,23.957216262817397,25.226598739624,0,-0.000640323967673,-0.19843292236329896,2.6529579162598,3.1568984985352,3.4515151977539,3.6030921936035,2.8513908386231,3.35533142089849,3.6499481201171897,3.8015251159668,0.503940582275398,0.798557281494098,0.9501342773437,0.2946166992187,0.446193695068303,0.151576995849602,-1.2693824768066,-1.0709495544433,-3.9223403930664,-4.4262809753418,-4.7208976745605,-4.8724746704100985,1
446,446,6.37468055846572e+18,1.23766482036353e+18,20.2831401824951,19.780849456787106,19.992261886596697,20.239191055297894,20.4377117156982,0.05681986361742,0.044273652136326,0.030628308653832,0.02276011556387,0.016929345205426,20.5199241638184,20.9346752166748,0,-0.000258371001109,0.236783981323299,0.7390747070312959,0.527662277221701,0.28073310852050104,0.08221244812019901,0.502290725707997,0.290878295898402,0.04394912719720201,-0.1545715332031,-0.211412429809595,-0.458341598510796,-0.6568622589110971,-0.2469291687012,-0.445449829101502,-0.198520660400302,-0.4147510528564029,-0.651535034179702,-1.1538257598877,-0.942413330078104,-0.6954841613769029,-0.4969635009766021,1
450,450,6.37855080718323e+18,1.23766829821211e+18,20.3884239196777,19.97633934021,20.2654819488525,20.491510391235398,20.6693229675293,0.07222732901573199,0.056279044598341,0.038933582603931,0.028931824490428,0.021519962698221,20.001277923584002,20.5532169342041,0,-4.26173064624891e-05,-0.38714599609369693,0.024938583374002003,-0.264204025268498,-0.490232467651396,-0.668045043945298,0.412084579467699,0.122941970825199,-0.103086471557699,-0.280899047851602,-0.2891426086425,-0.515171051025398,-0.6929836273193001,-0.226028442382898,-0.4038410186768,-0.17781257629390304,-0.551939010620099,-0.16479301452640302,-0.5768775939941011,-0.287734985351602,-0.061706542968704,0.116106033325199,0
481,481,6.3746805606132e+18,1.23766481928893e+18,19.8938159942627,19.9057884216309,20.309148788452106,20.651294708252,20.927059173584002,0.06224256008863501,0.04849898070097,0.033551372587681,0.024932265281677003,0.018545024096966,19.2367382049561,19.005413055419897,0,0.000664742197841,-0.657077789306598,-0.669050216674798,-1.072410583496,-1.4145565032959,-1.6903209686279,-0.0119724273682,-0.415332794189403,-0.7574787139893,-1.0332431793213002,-0.403360366821204,-0.7455062866211009,-1.0212707519531,-0.342145919799897,-0.6179103851319,-0.275764465332003,0.231325149536204,0.8884029388428021,0.900375366211001,1.30373573303221,1.6458816528321,1.9216461181641105,0
486,486,6.37872671615877e+18,1.23766778283524e+18,20.548141479492198,20.1568431854248,20.3998584747314,20.7061977386475,20.860670089721697,0.083258181810379,0.06487420946359597,0.044879678636789,0.03335041180253,0.024806579574943,20.537767410278303,20.3914642333984,0,0.000460363662569,-0.010374069213896,0.380924224853501,0.137908935546903,-0.168430328369198,-0.322902679443395,0.391298294067397,0.148283004760799,-0.158056259155302,-0.31252861022949896,-0.243015289306598,-0.549354553222699,-0.703826904296896,-0.306339263916101,-0.460811614990298,-0.154472351074197,0.146303176879904,0.1566772460938,-0.23462104797359695,0.008394241333001,0.314733505249102,0.469205856323299,0
529,529,3.1917174663959e+18,1.23766744243824e+18,22.5504035949707,21.2572402954102,21.478666305542003,21.499122619628896,21.6885089874268,0.034370310604572,0.026781111955643,0.018527049571276,0.013767583295703002,0.010240552946924998,23.576126098632802,23.4153270721436,0,0.000134127636557,1.0257225036621,2.3188858032226003,2.0974597930908,2.07700347900391,1.887617111206,1.2931632995605,1.0717372894286998,1.0512809753418,0.8618946075438991,-0.221426010131804,-0.241882324218697,-0.4312686920166021,-0.020456314086893,-0.209842681884798,-0.189386367797905,0.160799026489201,-0.8649234771729009,-2.1580867767334,-1.9366607666016,-1.9162044525147095,-1.7268180847168002,0
557,557,6.37489162819103e+18,1.23766533092848e+18,19.9591369628906,19.572088241577106,19.5170059204102,18.610332489013697,17.8226108551025,0.070063039660454,0.054592646658421,0.037766940891743,0.028064884245396,0.020875116810203,19.815599441528303,19.622848510742198,0,0.000113366033474,-0.143537521362298,0.2435111999512,0.298593521118104,1.2052669525146102,1.9929885864258,0.3870487213134981,0.442131042480401,1.3488044738768998,2.1365261077881,0.055082321166903,0.961755752563406,1.7494773864746,0.906673431396502,1.6943950653077,0.787721633911197,0.192750930786104,0.336288452148402,-0.050760269165096,-0.105842590331999,-1.0125160217285,-1.8002376556397,0
561,561,6.37489159705251e+18,1.23766502598201e+18,20.3880367279053,20.2693462371826,20.693557739257802,20.9637470245361,21.197544097900398,0.066720753908157,0.051988355815411,0.035965304821730014,0.026726076379418,0.019879290834069,20.1221714019775,20.2367153167725,0,4.09668427892029e-05,-0.265865325927798,-0.147174835205099,-0.571386337280302,-0.8415756225586009,-1.0753726959229,0.118690490722699,-0.305521011352504,-0.575710296630803,-0.8095073699950992,-0.424211502075202,-0.694400787353501,-0.928197860717798,-0.2701892852782989,-0.503986358642596,-0.233797073364297,-0.114543914795,0.151321411132798,0.0326309204101,0.456842422485302,0.7270317077636009,0.960828781127898,0
564,564,6.37862114371515e+18,1.23766778391206e+18,19.777690887451197,19.7265892028809,20.1179046630859,20.4052791595459,20.9433631896973,0.10537014901638002,0.08210370689630499,0.056798964738845985,0.042207717895508,0.03139478713274,19.423658370971697,19.411937713623,0,-0.00025037929299300004,-0.35403251647949896,-0.302930831909201,-0.6942462921142011,-0.9816207885742008,-1.5197048187256,0.051101684570298,-0.340213775634702,-0.627588272094702,-1.1656723022461002,-0.391315460205,-0.678689956665,-1.2167739868163998,-0.28737449646,-0.825458526611403,-0.5380840301514029,0.011720657348697,0.3657531738281961,0.314651489257898,0.705966949462898,0.993341445922897,1.5314254760743,0
