,Unnamed: 0,Unnamed: 0.1,galex_objid,sdss_objid,u,g,r,i,z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,nuv_mag,fuv_mag,class,spectrometric_redshift,nuv-u,nuv-g,nuv-r,nuv-i,nuv-z,u-g,u-r,u-i,u-z,g-r,g-i,g-z,r-i,r-z,i-z,fuv-nuv,fuv-u,fuv-g,fuv-r,fuv-i,fuv-z,pred
0,0,0,6.37482126696304e+18,1.23766725347377e+18,20.0247554779053,20.000087738037106,20.1712589263916,20.3688888549805,20.472017288208,0.083740793168545,0.065250262618065,0.045139826834202,0.033543732017279,0.024950372055173,20.835552215576197,21.7279262542725,0,-0.000797145010438,0.810796737670898,0.835464477539095,0.664293289184595,0.466663360595696,0.36353492736819604,0.024667739868196,-0.146503448486303,-0.3441333770752019,-0.447261810302702,-0.17117118835449902,-0.36880111694339796,-0.4719295501708979,-0.197629928588899,-0.300758361816399,-0.1031284332275,-0.8923740386963029,-1.7031707763672,-1.7278385162353995,-1.5566673278809,-1.359037399292,-1.2559089660645,0
1,3,3,3.15051656647856e+18,1.23766725348059e+18,24.1040420532227,21.8576965332031,20.6230792999268,19.432237625122106,18.533275604248,0.07129638642072701,0.055553663522005,0.038431767374277,0.028558921068907006,0.021242590621114,23.1595268249512,23.1538410186768,0,3.06145921058487e-05,-0.944515228271499,1.3018302917481002,2.5364475250244,3.7272891998291002,4.6262512207032005,2.2463455200196,3.4809627532958998,4.6718044281005975,5.5707664489747,1.2346172332763,2.425458908081,3.3244209289551003,1.1908416748047,2.0898036956788,0.8989620208741022,0.005685806274399999,0.950201034545898,-1.2961444854737,-2.53076171875,-3.7216033935547,-4.6205654144288,0
2,6,6,2.48528564339501e+18,1.23766725399524e+18,23.7280788421631,22.1755771636963,20.7148208618164,18.9350852966309,17.719575881958,0.10761803388595599,0.08385524153709402,0.05801066756248501,0.043108142912387994,0.032064538449049,23.4839210510254,23.936304092407198,0,2.8393917091307203e-05,-0.2441577911376989,1.3083438873291,2.769100189209,4.5488357543945,5.7643451690674015,1.5525016784668002,3.0132579803467,4.7929935455322,6.0085029602050986,1.4607563018799,3.2404918670654,4.4560012817383,1.7797355651855,2.9952449798583998,1.2155094146728995,-0.452383041381797,-0.20822525024409802,-1.7607269287109,-3.2214832305908,-5.0012187957763,-6.2167282104492,0
3,19,19,6.37482129810155e+18,1.23766725401248e+18,19.8057918548584,19.7611484527588,20.1415405273438,20.36834144592289,20.8236198425293,0.08015064150095,0.06245283782482201,0.043204583227634,0.032105635851622,0.023880695924163,19.2672843933105,19.4467487335205,0,-0.000117405055789,-0.538507461547898,-0.49386405944829903,-0.874256134033299,-1.1010570526124,-1.5563354492188,0.04464340209959902,-0.335748672485401,-0.562549591064499,-1.0178279876709,-0.38039207458499996,-0.607192993164098,-1.0624713897705,-0.226800918579098,-0.682079315185501,-0.4552783966064029,-0.17946434021,0.35904312133789795,0.314399719238299,0.6947917938232989,0.9215927124023968,1.3768711090088002,0
4,23,23,6.37489166255077e+18,1.23766725401818e+18,22.4244709014893,21.3028545379639,21.0662746429443,21.1053085327148,20.6762065887451,0.063530951738358,0.049502890557050996,0.034245871007442995,0.025448350235819997,0.018928898498416,22.5138893127441,22.13118362426761,0,2.8313801522017494e-05,0.08941841125480099,1.2110347747802,1.4476146697998,1.4085807800293002,1.837682723999,1.1216163635254,1.358196258545,1.3191623687745,1.7482643127442,0.236579895019599,0.19754600524909802,0.6266479492188001,-0.039033889770501,0.3900680541992009,0.429101943969702,0.3827056884764989,0.293287277221697,-0.828329086303704,-1.0649089813233,-1.0258750915528,-1.4549770355225,0
7,77,77,6.37485645777758e+18,1.23766732325441e+18,17.6482753753662,17.5480270385742,17.867534637451197,18.1521625518799,18.4198989868164,0.09980983287096001,0.07777114957571,0.053801719099282996,0.039980445057154,0.02973810583353,17.2875709533691,17.1021327972412,0,-4.7885307139949893e-05,-0.360704421997099,-0.260456085205099,-0.579963684082095,-0.8645915985107991,-1.1323280334473,0.100248336791999,-0.219259262084996,-0.5038871765137001,-0.7716236114501991,-0.31950759887699604,-0.6041355133056999,-0.8718719482421979,-0.284627914428704,-0.5523643493652021,-0.267736434936499,0.18543815612790104,0.546142578125,0.4458942413330009,0.7654018402099959,1.0500297546386999,1.3177661895752,0
8,82,82,2.4910206960455e+18,1.23766732326037e+18,21.4481201171875,20.2214756011963,19.7865200042725,19.5663948059082,19.629253387451197,0.041427090764046,0.032279707491397996,0.022330952808261,0.016594290733337,0.012343103997408999,23.2922382354736,24.053443908691396,0,-9.62829362833872e-05,1.8441181182861,3.0707626342773,3.5057182312011004,3.7258434295654,3.6629848480224,1.2266445159911998,1.661600112915,1.8817253112793002,1.8188667297363001,0.4349555969238,0.6550807952880999,0.592222213745103,0.22012519836429997,0.15726661682130302,-0.06285858154299699,-0.7612056732177951,-2.6053237915039,-3.8319683074951,-4.2669239044189,-4.4870491027832005,-4.424190521240201,0
9,104,104,6.38787469155658e+18,1.23766732432297e+18,20.3123397827148,20.0975131988525,20.4497318267822,20.7519779205322,21.268503189086896,0.06953649967908901,0.054182372987269994,0.037483114749193,0.027853971347212996,0.020718237385154,20.2058429718018,19.8928546905518,0,-0.00026897640782400003,-0.106496810913001,0.1083297729493,-0.243888854980401,-0.546134948730401,-1.0626602172850999,0.21482658386230105,-0.137392044067401,-0.43963813781740096,-0.9561634063720948,-0.35221862792970204,-0.654464721679702,-1.1709899902343999,-0.30224609375,-0.8187713623046949,-0.516525268554695,0.31298828125,0.419485092163001,0.2046585083007,0.556877136230401,0.8591232299804009,1.3756484985351003,0
10,105,105,6.38787469155658e+18,1.2376673243231e+18,17.4855003356934,17.371099472045902,17.746164321899396,18.0741367340088,18.3808555603027,0.08417329192161599,0.06558725982904401,0.04537296295166001,0.033716972917318,0.025079233571887002,17.0123119354248,16.783643722534197,0,7.8036036939011e-06,-0.4731884002685971,-0.35878753662110097,-0.7338523864745949,-1.061824798584,-1.3685436248779,0.114400863647496,-0.260663986205998,-0.588636398315401,-0.8953552246093001,-0.3750648498534939,-0.703037261962898,-1.0097560882568,-0.32797241210940303,-0.634691238403302,-0.30671882629389896,0.228668212890604,0.701856613159201,0.587455749511705,0.9625205993651992,1.2904930114746,1.5972118377684998,0
11,115,115,6.37767120969217e+18,1.23766742955786e+18,20.410320281982397,20.253017425537106,20.553617477417,20.7185344696045,21.0382289886475,0.175625637173653,0.136846303939819,0.09466964006424,0.07034968584775901,0.05232724174857098,20.5928230285645,20.0138206481934,0,5.2028950449312106e-05,0.182502746582102,0.3398056030273969,0.039205551147500003,-0.12571144104,-0.4454059600830009,0.15730285644529501,-0.143297195434602,-0.30821418762210195,-0.627908706665103,-0.30060005187989697,-0.465517044067397,-0.7852115631103979,-0.1649169921875,-0.484611511230501,-0.31969451904300106,0.5790023803711011,0.3964996337889989,0.23919677734370398,0.539796829223601,0.704713821411101,1.0244083404541,0
