,Unnamed: 0,galex_objid,sdss_objid,u,g,r,i,z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,nuv_mag,fuv_mag,class,spectrometric_redshift,nuv-u,nuv-g,nuv-r,nuv-i,nuv-z,u-g,u-r,u-i,u-z,g-r,g-i,g-z,r-i,r-z,i-z,fuv-nuv,fuv-u,fuv-g,fuv-r,fuv-i,fuv-z,pred
1,1,6.37482128199543e+18,1.23766725347469e+18,20.7072734832764,20.2789192199707,20.2154102325439,19.8019199371338,19.819110870361303,0.10114524513483,0.07881169021129597,0.054521560668944986,0.0405153632164,0.030135987326503,20.8896923065186,21.7974166870117,1,0.552487313747406,0.182418823242202,0.6107730865479011,0.6742820739747021,1.0877723693848,1.0705814361573,0.4283542633057,0.4918632507325,0.9053535461425992,0.888162612915096,0.063508987426801,0.4769992828369001,0.459808349609396,0.413490295410099,0.396299362182596,-0.017190933227503997,-0.9077243804931,-1.0901432037353,-1.518497467041,-1.5820064544678,-1.9954967498779,-1.9783058166504,1
2,2,6.3748212991753e+18,1.23766725347554e+18,20.3217792510986,19.874078750610398,19.907728195190398,20.0359668731689,19.8621654510498,0.083703808486462,0.06522144377231599,0.045119892805815014,0.033528916537762,0.02493935264647,19.7577495574951,21.9861373901367,1,0.863609910011292,-0.564029693603501,-0.116329193115298,-0.149978637695298,-0.2782173156738,-0.104415893554702,0.4477005004882029,0.41405105590820296,0.28581237792970193,0.4596138000488,-0.03364944458,-0.16188812255850102,0.011913299560597002,-0.128238677978501,0.045562744140597,0.17380142211909802,-2.2283878326416,-1.6643581390381,-2.1120586395263,-2.0784091949463,-1.9501705169678,-2.1239719390869,1
4,4,3.15055175085065e+18,1.23766725348124e+18,23.2775363922119,20.722948074340803,19.2876930236816,18.789930343627894,18.397048950195305,0.05936801433563201,0.046259153634310005,0.032001867890358,0.023780817165971004,0.017688559368253,22.866956710815398,22.7999801635742,1,0.3573325276374821,-0.410579681396502,2.1440086364746,3.5792636871338,4.0770263671875,4.4699077606201,2.5545883178711,3.9898433685303,4.487606048584,4.8804874420166,1.4352550506592,1.9330177307129,2.3258991241455003,0.497762680053704,0.8906440734863001,0.392881393432596,0.06697654724119699,0.477556228637699,-2.0770320892334,-3.5122871398926003,-4.0100498199463,-4.4029312133789,1
5,5,6.37777680683185e+18,1.23766725399223e+18,19.3079051971436,17.8607387542725,17.1581630706787,16.7578048706055,16.503219604492198,0.16254198551177998,0.126651614904404,0.08761700242757801,0.065108820796013,0.048429004848003,20.1879653930664,20.7451286315918,1,0.08969933539628999,0.8800601959227979,2.3272266387939,3.0298023223877,3.4301605224609,3.6847457885742,1.4471664428711,2.1497421264649,2.5501003265381,2.8046855926514,0.7025756835938001,1.102933883667,1.3575191497803,0.4003582000732,0.654943466186502,0.254585266113303,-0.557163238525401,-1.4372234344481998,-2.8843898773192995,-3.5869655609131,-3.9873237609863,-4.2419090270996,1
7,7,3.152275785083e+18,1.2376672539959e+18,24.606237411499,21.7989521026611,21.941276550293,22.1240577697754,21.578346252441396,0.145642384886742,0.113483555614948,0.07850740104913702,0.058339413255453,0.043393805623055,23.4094562530518,23.663230895996104,1,2.20113086700439,-1.1967811584472,1.6105041503906998,1.4681797027588002,1.2853984832764,1.83111000061041,2.8072853088379,2.664960861206,2.4821796417236,3.0278911590576,-0.1423244476319,-0.3251056671143,0.220605850219705,-0.182781219482401,0.36293029785160497,0.545711517334006,-0.253774642944304,0.943006515502894,-1.864278793335,-1.7219543457031,-1.5391731262206998,-2.0848846435547097,0
8,8,3.152275785083e+18,1.2376672539959e+18,24.606237411499,21.7989521026611,21.941276550293,22.1240577697754,21.578346252441396,0.145642384886742,0.113483555614948,0.07850740104913702,0.058339413255453,0.043393805623055,23.4094562530518,23.663230895996104,1,2.19944643974304,-1.1967811584472,1.6105041503906998,1.4681797027588002,1.2853984832764,1.83111000061041,2.8072853088379,2.664960861206,2.4821796417236,3.0278911590576,-0.1423244476319,-0.3251056671143,0.220605850219705,-0.182781219482401,0.36293029785160497,0.545711517334006,-0.253774642944304,0.943006515502894,-1.864278793335,-1.7219543457031,-1.5391731262206998,-2.0848846435547097,0
9,9,6.37770639943297e+18,1.23766725399636e+18,20.4771327972412,20.0772933959961,19.9987812042236,19.880413055419897,19.856021881103498,0.153497919440269,0.119604535400867,0.082741864025593,0.061486072838306,0.045734342187643,20.648241043090803,21.176837921142603,1,0.71376633644104,0.171108245849602,0.570947647094702,0.649459838867202,0.767827987670905,0.792219161987305,0.39983940124509904,0.478351593017599,0.5967197418213029,0.621110916137702,0.0785121917725,0.196880340576204,0.22127151489260305,0.118368148803704,0.142759323120103,0.024391174316399,-0.5285968780518,-0.6997051239014029,-1.0995445251465,-1.178056716919,-1.29642486572271,-1.32081604003911,1
10,10,6.37767118821733e+18,1.23766725399957e+18,19.0365829467773,19.195978164672894,18.7341747283936,18.7553272247314,18.8473854064941,0.12827457487583194,0.099950678646565,0.06914541125297599,0.051382452249527,0.038219105452299,19.5350646972656,21.411052703857397,1,1.2513934373855602,0.498481750488299,0.339086532592702,0.800889968871999,0.779737472534201,0.687679290771499,-0.159395217895597,0.3024082183837,0.281255722045902,0.1891975402832,0.461803436279297,0.44065093994149895,0.34859275817879604,-0.021152496337798,-0.113210678100501,-0.092058181762703,-1.8759880065918,-2.3744697570801003,-2.2150745391845,-2.6768779754638,-2.655725479126,-2.5636672973633,1
11,11,6.38787463142703e+18,1.23766725400494e+18,21.0482807159424,20.3270416259766,20.3341121673584,20.388601303100604,20.137363433837894,0.115187011659145,0.08975294232368497,0.062090668827295,0.046140018850565005,0.034319698810577004,20.7175922393799,21.4732685089111,1,0.743464589118958,-0.3306884765625,0.390550613403299,0.383480072021502,0.328990936279297,0.580228805542003,0.721239089965799,0.7141685485840021,0.659679412841797,0.910917282104503,-0.007070541381797,-0.061559677124002,0.189678192138704,-0.054489135742205,0.19674873352050096,0.251237869262706,-0.7556762695311999,-0.4249877929687,-1.1462268829345,-1.1391563415527,-1.0846672058105,-1.3359050750732,1
12,12,6.3878746561231e+18,1.23766725400678e+18,20.4512729644775,20.1566314697266,20.0938892364502,19.89426612854,19.803241729736303,0.105338677763939,0.082079187035561,0.05678199976682701,0.042195111513138005,0.031385410577059,21.2882614135742,21.471904754638697,1,1.58782303333282,0.836988449096701,1.1316299438476,1.194372177124,1.3939952850342,1.4850196838379,0.294641494750898,0.35738372802730106,0.5570068359375,0.6480312347411971,0.06274223327640299,0.262365341186602,0.353389739990298,0.19962310791019894,0.290647506713896,0.091024398803697,-0.183643341064496,-1.0206317901612,-1.3152732849121,-1.3780155181885,-1.5776386260987,-1.66866302490239,1
13,13,6.3878746561231e+18,1.23766725400684e+18,20.3779220581055,20.1866493225098,19.9273891448975,19.928676605224602,19.899602890014602,0.112435899674892,0.08760929107666,0.060607705265284,0.045038018375635,0.033500012010336,20.9015331268311,21.4902400970459,1,1.1343184709549,0.5236110687255999,0.7148838043213,0.9741439819336009,0.9728565216064988,1.0019302368165,0.1912727355957,0.450532913208001,0.449245452880898,0.478319168090899,0.259260177612301,0.257972717285199,0.28704643249519896,-0.001287460327102,0.027786254882898,0.029073715210000007,-0.588706970214798,-1.1123180389404,-1.3035907745361,-1.5628509521484,-1.5615634918213002,-1.5906372070313,1
14,14,3.05611689616422e+18,1.23766725400861e+18,21.086877822876,20.4285259246826,20.0715637207031,19.7597332000732,19.6577548980713,0.140539094805717,0.109507106244564,0.075756512582302,0.05629520490765599,0.041873291134834,22.1064834594727,23.5418701171875,1,1.52125525474548,1.0196056365967,1.6779575347901,2.0349197387696,2.3467502593995,2.4487285614014,0.658351898193402,1.0153141021729,1.3271446228028,1.4291229248047,0.35696220397949896,0.6687927246094,0.7707710266113001,0.31183052062990096,0.4138088226318,0.1019783020019,-1.4353866577148,-2.4549922943115,-3.1133441925049,-3.4703063964844,-3.7821369171143,-3.8841152191162,1
15,15,6.37482125837311e+18,1.23766725401058e+18,21.813467025756804,21.2623043060303,21.169828414917,21.0742721557617,20.653333663940398,0.07857806980609901,0.06122750043869,0.0423569008708,0.031475719064474,0.023412151262164,21.584674835205107,22.5870094299316,1,0.747793674468994,-0.228792190551701,0.32237052917480497,0.414846420288104,0.5104026794434021,0.931341171264705,0.551162719726506,0.6436386108398051,0.739194869995103,1.16013336181641,0.092475891113299,0.18803215026859696,0.6089706420899009,0.095556259155298,0.516494750976602,0.420938491821303,-1.0023345947265,-0.773542404174798,-1.3247051239013,-1.4171810150146005,-1.5127372741699,-1.9336757659912,1
16,16,6.37482125837311e+18,1.23766725401058e+18,21.197799682617198,20.684955596923803,20.0662403106689,19.798751831054695,19.5216388702393,0.07790396362543099,0.060702241957188,0.041993528604507,0.031205693259835,0.023211302235723,21.496906280517607,21.858247756957997,1,1.04424488544464,0.29910659790040506,0.8119506835938001,1.4306659698487,1.6981544494629,1.9752674102783,0.512844085693395,1.1315593719483,1.3990478515625,1.6761608123779,0.6187152862549039,0.886203765869105,1.1633167266845,0.267488479614201,0.544601440429599,0.27711296081539805,-0.361341476440394,-0.6604480743407989,-1.17329216003419,-1.7920074462891,-2.0594959259033,-2.3366088867187003,1
17,17,6.3748212658893e+18,1.2376672540111e+18,20.1252040863037,19.7612895965576,19.7582111358643,19.7375717163086,19.6418399810791,0.093343958258629,0.072732977569103,0.050316337496042,0.037390433251858,0.027811611071229,20.8170604705811,21.810131072998,1,0.6868904232978821,0.6918563842774009,1.0557708740235,1.0588493347168,1.0794887542725,1.175220489502,0.36391448974610097,0.3669929504394,0.38763236999509904,0.483364105224599,0.003078460693299,0.023717880248999,0.119449615478498,0.0206394195557,0.116371154785199,0.095731735229499,-0.9930706024169002,-1.6849269866943002,-2.0488414764404,-2.0519199371337,-2.0725593566894,-2.1682910919189,1
