,Unnamed: 0,Unnamed: 0.1,galex_objid,sdss_objid,u,g,r,i,z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,nuv_mag,fuv_mag,class,spectrometric_redshift,nuv-u,nuv-g,nuv-r,nuv-i,nuv-z,u-g,u-r,u-i,u-z,g-r,g-i,g-z,r-i,r-z,i-z,fuv-nuv,fuv-u,fuv-g,fuv-r,fuv-i,fuv-z,pred
4,7,7,3.152275785083e+18,1.2376672539959e+18,24.606237411499,21.7989521026611,21.941276550293,22.1240577697754,21.578346252441396,0.145642384886742,0.11348355561494801,0.07850740104913702,0.058339413255453,0.043393805623055,23.4094562530518,23.663230895996104,1,2.20113086700439,-1.1967811584472,1.6105041503906998,1.4681797027588002,1.2853984832764,1.83111000061041,2.8072853088379,2.664960861206,2.4821796417236,3.0278911590576,-0.1423244476319,-0.3251056671143,0.220605850219705,-0.182781219482401,0.36293029785160497,0.545711517334006,-0.25377464294430396,0.943006515502894,-1.864278793335,-1.7219543457031,-1.5391731262206998,-2.0848846435547097,0
5,8,8,3.152275785083e+18,1.2376672539959e+18,24.606237411499,21.7989521026611,21.941276550293,22.1240577697754,21.578346252441396,0.145642384886742,0.11348355561494801,0.07850740104913702,0.058339413255453,0.043393805623055,23.4094562530518,23.663230895996104,1,2.1994464397430398,-1.1967811584472,1.6105041503906998,1.4681797027588002,1.2853984832764,1.83111000061041,2.8072853088379,2.664960861206,2.4821796417236,3.0278911590576,-0.1423244476319,-0.3251056671143,0.220605850219705,-0.182781219482401,0.36293029785160497,0.545711517334006,-0.25377464294430396,0.943006515502894,-1.864278793335,-1.7219543457031,-1.5391731262206998,-2.0848846435547097,0
177,200,200,6.38263223622147e+18,1.23766773503577e+18,17.1524772644043,17.5987110137939,17.8962726593018,18.3643779754639,18.6357326507568,0.11149388551711999,0.086875282227993,0.060099914669991,0.044660679996014,0.033219341188669,16.930850982665998,17.015230178833,1,2.09217000007629,-0.221626281738303,-0.667860031127901,-0.965421676635803,-1.4335269927978995,-1.7048816680908,-0.446233749389599,-0.7437953948975,-1.2119007110596,-1.4832553863525,-0.29756164550790104,-0.7656669616699999,-1.0370216369629,-0.468105316162099,-0.7394599914550001,-0.27135467529290097,-0.08437919616700297,0.1372470855713,0.583480834960898,0.8810424804688001,1.3491477966309,1.6205024719238001,0
206,233,233,6.37886743002481e+18,1.23766773611489e+18,20.2340049743652,20.024976730346697,19.9677410125732,19.8862361907959,19.5386962890625,0.06850249320268599,0.05337667837739,0.036925736814737,0.027439780533313998,0.020410155877471,20.635944366455103,18.89739418029789,1,2.0793910026550297,0.40193939208990404,0.610967636108405,0.6682033538819029,0.749708175659205,1.0972480773926,0.209028244018501,0.266263961791999,0.34776878356929997,0.695308685302699,0.057235717773498,0.138740539550799,0.486280441284198,0.08150482177730099,0.4290447235107,0.347539901733398,1.73855018615721,1.3366107940673002,1.1275825500488001,1.0703468322753,0.988842010498001,0.641302108764602,0
340,382,382,3.19161191307832e+18,1.23766791702695e+18,22.202890396118196,21.219778060913104,20.202257156372106,19.4948139190674,19.0155963897705,0.087306775152683,0.068028852343559,0.047062043100595995,0.034972142428160005,0.026012849062680997,22.4701805114746,23.7553024291992,1,0.567217946052551,0.267290115356403,1.2504024505615001,2.2679233551025,2.9753665924072004,3.4545841217041002,0.983112335205092,2.00063323974609,2.7080764770508,3.1872940063477,1.017520904541,1.7249641418456998,2.2041816711426003,0.7074432373047019,1.1866607666016,0.47921752929690004,-1.2851219177246,-1.55241203308101,-2.5355243682861,-3.5530452728271,-4.2604885101317995,-4.7397060394287,0
365,414,414,6.3790434120148e+18,1.23766829391e+18,20.4027538299561,20.1272964477539,20.4902515411377,20.713943481445305,20.875093460083,0.08288181573152499,0.06458094716072099,0.044676803052425,0.033199653029442,0.024694442749023,19.9094295501709,20.167249679565398,1,0.9096433520317081,-0.493324279785202,-0.21786689758300096,-0.5808219909668001,-0.8045139312744028,-0.965663909912102,0.27545738220220195,-0.08749771118159799,-0.311189651489201,-0.4723396301269,-0.3629550933838,-0.5866470336914029,-0.747797012329102,-0.223691940307603,-0.384841918945302,-0.161149978637699,-0.257820129394499,0.23550415039070305,-0.039953231811499,0.32300186157230104,0.546693801879904,0.707843780517603,0
366,416,416,6.3790434120148e+18,1.23766829391e+18,20.4027538299561,20.1272964477539,20.4902515411377,20.713943481445305,20.875093460083,0.08288181573152499,0.06458094716072099,0.044676803052425,0.033199653029442,0.024694442749023,19.9094295501709,20.167249679565398,0,0.9096433520317081,-0.493324279785202,-0.21786689758300096,-0.5808219909668001,-0.8045139312744028,-0.965663909912102,0.27545738220220195,-0.08749771118159799,-0.311189651489201,-0.4723396301269,-0.3629550933838,-0.5866470336914029,-0.747797012329102,-0.223691940307603,-0.384841918945302,-0.161149978637699,-0.257820129394499,0.23550415039070305,-0.039953231811499,0.32300186157230104,0.546693801879904,0.707843780517603,1
537,631,631,6.38101373685177e+18,1.23767859755319e+18,19.732385635376,19.821987152099602,20.1193408966064,20.2780876159668,20.7790794372559,0.095555901527405,0.074456512928009,0.05150867253542,0.038276463747025,0.02847065590322,19.9997863769531,20.4745807647705,1,1.34557557106018,0.267400741577099,0.177799224853498,-0.11955451965329901,-0.2783012390137,-0.779293060302798,-0.089601516723601,-0.386955261230398,-0.545701980590799,-1.0466938018799001,-0.297353744506797,-0.456100463867198,-0.9570922851562959,-0.158746719360401,-0.659738540649499,-0.5009918212890979,-0.47479438781740096,-0.742195129394499,-0.6525936126708979,-0.3552398681641021,-0.19649314880370009,0.304498672485398,0
554,648,648,6.38101373040932e+18,1.23767859809282e+18,21.3216762542725,21.1559963226318,21.280475616455103,20.9927577972412,21.220703125,0.136033564805985,0.105996437370777,0.073327839374542,0.054490447044373,0.040530879050493,21.5718460083008,21.303424835205103,1,0.576443016529083,0.2501697540282989,0.4158496856689989,0.291370391845696,0.579088211059599,0.35114288330079896,0.1656799316407,0.041200637817397,0.3289184570313,0.1009731292725,-0.124479293823303,0.1632385253906,-0.06470680236819999,0.28771781921390305,0.059772491455103,-0.22794532775879997,0.268421173095696,0.018251419067397,-0.147428512573303,-0.02294921875,-0.31066703796390305,-0.082721710205103,0
626,724,724,6.38101374114674e+18,1.23767861795684e+18,21.514820098877,21.308946609497106,21.2239723205566,21.284969329834002,20.606914520263697,0.118303604424,0.092181369662285,0.063770644366741,0.047388423234224,0.035248279571532995,21.3441410064697,21.08145523071289,1,0.844425141811371,-0.170679092407298,0.035194396972599996,0.1201686859131,0.0591716766357,0.7372264862060051,0.205873489379897,0.290847778320398,0.2298507690429969,0.907905578613303,0.08497428894050099,0.0239772796631,0.702032089233405,-0.06099700927740099,0.617057800292905,0.6780548095703051,0.26268577575680396,0.4333648681641021,0.2274913787842049,0.142517089843704,0.20351409912110396,-0.47454071044920104,0
