	class	knn_pred	spectro_pred
1663	1	1	1
1664	1	1	1
1665	1	1	1
1666	1	1	1
1667	1	1	1
1668	1	0	1
1669	1	1	1
1670	0	0	0
1671	1	1	1
1672	1	1	1
1673	1	1	1
1674	1	1	1
1675	0	0	0
1676	1	1	1
1677	1	1	1
1678	1	1	1
1679	1	1	1
1680	1	1	1
1681	1	1	1
1682	1	1	1
1683	1	1	1
1684	1	1	1
1685	1	1	1
1686	1	1	1
1687	1	1	1
1688	1	1	1
1689	1	1	1
1690	1	1	1
1691	1	1	1
1692	1	1	1
1693	1	1	1
1694	0	1	0
1695	1	1	1
1696	1	1	1
1697	1	1	1
1698	1	0	1
1699	1	0	1
1700	1	1	1
1701	0	0	0
1702	0	0	0
1703	0	1	0
1704	1	1	1
1705	1	1	1
1706	1	1	1
1707	1	1	1
1708	1	0	1
1709	0	0	0
1710	1	0	1
1711	1	1	1
1712	1	1	1
1713	1	1	1
1714	0	1	0
1715	1	1	1
1716	0	0	0
1717	0	0	0
1718	1	1	1
1719	1	0	1
1720	1	1	1
1721	0	1	0
1722	1	0	1
1723	1	1	1
1724	1	0	1
1725	1	1	1
1726	1	1	1
1727	1	1	1
1728	1	1	1
1729	0	0	0
1730	1	1	1
1731	1	1	1
1732	1	1	1
1733	1	1	1
1734	1	1	1
1735	1	1	1
1736	1	1	1
1737	0	0	0
1738	1	1	1
1739	1	1	1
1740	0	0	0
1741	1	1	1
1742	1	0	1
1743	0	0	0
1744	1	0	1
1745	0	0	0
1746	1	1	1
1747	0	0	0
1748	1	1	1
1749	1	1	1
1750	0	0	0
1751	1	1	1
1752	1	1	1
1753	1	1	1
1754	1	1	1
1755	1	1	1
1756	1	1	1
1757	1	1	1
1758	0	1	0
1759	1	1	1
1760	0	0	0
1761	1	1	1
1762	0	0	0
1763	0	0	0
1764	1	0	1
1765	1	1	1
1766	1	1	1
1767	1	1	1
1768	0	1	0
1769	1	1	1
1770	1	1	1
1771	1	1	1
1772	1	1	1
1773	1	0	1
1774	1	1	1
1775	1	1	1
1776	0	1	0
1777	1	1	1
1778	0	0	0
1779	1	1	1
1780	1	1	1
1781	1	1	1
1782	1	1	1
1783	1	1	1
1784	1	1	1
1785	1	1	1
1786	1	1	1
1787	0	1	0
1788	1	1	1
1789	1	1	1
1790	1	0	1
1791	0	1	0
1792	1	1	1
1793	1	0	1
1794	1	1	1
1795	1	1	1
1796	1	1	1
1797	0	0	0
1798	0	0	0
1799	1	1	1
1800	0	0	0
1801	1	1	1
1802	1	1	1
1803	1	1	1
1804	1	1	1
1805	0	0	0
1806	1	1	1
1807	1	1	1
1808	0	1	0
1809	1	0	1
1810	1	0	1
1811	0	1	0
1812	0	0	0
1813	1	1	1
1814	1	1	1
1815	1	1	1
1816	0	0	0
1817	1	1	1
1818	1	1	1
1819	1	1	1
1820	0	0	0
1821	1	1	1
1822	1	1	1
1823	1	1	1
1824	1	1	1
1825	0	0	0
1826	1	1	1
1827	1	1	1
1828	1	1	1
1829	1	1	1
1830	1	1	1
1831	0	0	0
1832	0	0	0
1833	1	1	1
1834	1	1	1
1835	0	1	0
1836	1	1	1
1837	0	1	0
1838	0	0	0
1839	1	1	1
1840	1	1	1
1841	0	0	0
1842	1	1	1
1843	1	1	1
1844	0	0	0
1845	1	1	1
1846	0	0	0
1847	1	1	1
1848	0	0	0
1849	0	1	0
1850	1	1	1
1851	0	1	0
1852	1	1	1
1853	1	1	1
1854	1	1	1
1855	1	1	1
1856	1	1	1
1857	1	1	1
1858	0	0	0
1859	1	1	1
1860	1	1	1
1861	1	0	1
1862	1	1	1
1863	0	0	0
1864	0	1	0
1865	0	0	0
1866	1	0	1
1867	1	1	1
1868	1	1	1
1869	1	1	1
1870	0	0	0
1871	1	0	1
1872	0	1	0
1873	1	1	1
1874	1	0	1
1875	1	1	1
1876	1	1	1
1877	1	1	1
1878	1	1	1
1879	1	1	1
1880	1	1	1
1881	0	0	0
1882	1	1	1
1883	1	1	1
1884	1	1	1
1885	0	0	0
1886	1	1	1
1887	0	0	0
1888	1	1	1
1889	0	0	0
1890	1	0	1
1891	1	1	1
1892	1	1	1
1893	1	1	1
1894	1	0	1
1895	1	1	1
1896	0	0	0
1897	1	1	1
1898	1	1	1
1899	0	0	0
1900	1	1	1
1901	0	0	0
1902	1	0	1
1903	1	1	1
1904	1	0	1
1905	1	1	1
1906	0	0	0
1907	1	1	1
1908	1	1	1
1909	1	1	1
1910	1	1	1
1911	1	1	1
1912	1	0	1
1913	1	0	1
1914	1	1	1
1915	0	1	0
1916	1	1	1
1917	1	1	1
1918	1	1	1
1919	1	1	1
1920	1	1	1
1921	1	1	1
1922	1	1	1
1923	1	1	1
1924	1	1	1
1925	0	1	0
1926	0	0	0
1927	1	1	1
1928	1	1	1
1929	1	1	1
1930	1	1	1
1931	0	0	0
1932	1	1	1
1933	1	1	1
1934	1	0	1
1935	1	1	1
1936	1	1	1
1937	1	1	1
1938	1	1	1
1939	0	1	0
1940	0	0	0
1941	1	1	1
1942	1	1	1
1943	1	1	1
1944	1	1	1
1945	0	0	0
1946	0	1	0
1947	1	1	1
1948	1	1	1
1949	0	0	0
1950	1	1	1
1951	0	0	0
1952	0	1	0
1953	1	1	1
1954	1	1	1
1955	1	1	1
1956	1	0	1
1957	1	1	1
1958	1	1	1
1959	0	0	0
1960	0	0	0
1961	1	1	1
1962	1	1	1
1963	0	0	0
1964	1	1	1
1965	1	1	1
1966	0	0	0
1967	0	1	0
1968	1	1	1
1969	1	1	1
1970	1	1	1
1971	0	0	0
1972	1	1	1
1973	1	1	1
1974	1	1	1
1975	1	1	1
1976	1	1	1
1977	1	1	1
1978	0	0	0
1979	1	1	1
1980	1	1	1
1981	1	1	1
1982	1	1	1
1983	0	0	0
1984	1	1	1
1985	1	1	1
1986	1	1	1
1987	0	0	0
1988	1	1	1
1989	0	0	0
1990	1	1	1
1991	1	1	1
1992	1	1	1
1993	1	1	1
1994	0	1	0
1995	1	1	1
1996	1	1	1
1997	0	0	0
1998	1	1	1
1999	1	0	1
2000	0	1	0
2001	1	1	1
2002	1	1	1
2003	0	0	0
2004	1	1	1
2005	1	0	1
2006	0	1	0
2007	0	0	0
2008	1	1	1
2009	1	1	1
2010	1	1	1
2011	0	0	0
2012	0	0	0
2013	1	1	1
2014	0	0	0
2015	0	0	1
2016	0	0	0
2017	1	1	1
2018	0	0	0
2019	1	1	1
2020	1	1	1
2021	0	0	0
2022	0	0	0
2023	1	1	1
2024	1	1	1
2025	1	1	1
2026	1	1	1
2027	0	0	0
2028	1	1	1
2029	0	1	0
2030	1	1	1
2031	1	1	1
2032	1	1	1
2033	1	1	1
2034	1	1	1
2035	1	1	1
2036	1	1	1
2037	1	1	1
2038	1	0	1
2039	1	1	1
2040	1	1	1
2041	0	0	0
2042	1	1	1
2043	1	1	1
2044	0	1	0
2045	1	1	1
2046	1	1	1
2047	1	1	1
2048	0	0	0
2049	1	1	1
2050	1	1	1
2051	1	1	1
2052	1	1	1
2053	1	0	1
2054	1	1	1
2055	1	1	1
2056	1	1	1
2057	1	1	1
2058	0	0	0
2059	0	1	0
2060	1	1	1
2061	1	1	1
2062	1	1	1
2063	0	0	0
2064	1	1	1
2065	1	1	1
2066	1	1	1
2067	1	1	1
2068	0	0	0
2069	0	0	0
2070	0	0	0
2071	0	1	0
2072	0	0	0
2073	0	0	0
2074	1	0	1
2075	1	0	1
2076	1	0	1
2077	1	1	1
2078	1	1	1
2079	1	0	1
2080	1	1	1
2081	0	1	0
2082	1	1	1
2083	1	1	1
2084	1	1	1
2085	1	1	1
2086	0	0	0
2087	1	1	1
2088	0	0	0
2089	1	1	1
2090	1	1	1
2091	0	0	0
2092	0	0	0
2093	1	1	1
2094	0	0	0
2095	0	0	0
2096	0	0	0
2097	1	1	1
2098	1	1	1
2099	1	1	1
2100	1	1	1
2101	1	1	1
2102	1	1	1
2103	1	1	1
2104	0	0	0
2105	1	1	1
2106	0	1	0
2107	1	1	1
2108	0	0	0
2109	1	1	1
2110	1	1	1
2111	1	1	1
2112	1	1	1
2113	1	1	1
2114	0	0	0
2115	1	1	1
2116	1	1	1
2117	1	1	1
2118	1	1	1
2119	1	1	1
2120	0	1	0
2121	0	0	0
2122	1	1	1
2123	0	1	0
2124	0	0	0
2125	1	1	1
2126	1	1	1
2127	1	1	1
2128	1	1	1
2129	0	1	0
2130	1	1	1
2131	1	1	1
2132	1	1	1
2133	1	1	1
2134	1	1	1
2135	0	0	0
2136	0	0	0
2137	1	1	1
2138	1	1	1
2139	1	1	1
2140	1	0	1
2141	0	0	0
2142	1	1	1
2143	0	0	0
2144	0	0	0
2145	0	0	0
2146	0	0	0
2147	0	0	0
2148	1	1	1
2149	1	1	1
2150	0	0	0
2151	0	1	0
2152	0	0	0
2153	0	1	0
2154	0	0	0
2155	1	0	1
2156	1	1	1
2157	0	0	0
2158	1	1	1
2159	0	0	0
2160	1	1	1
2161	0	0	0
2162	1	1	1
2163	1	1	1
2164	1	1	1
2165	0	0	0
2166	0	0	0
2167	0	0	0
2168	0	0	0
2169	1	1	1
2170	1	1	1
2171	0	0	0
2172	1	1	1
2173	1	1	1
2174	1	0	1
2175	1	1	1
2176	0	0	0
2177	1	1	1
2178	1	1	1
2179	1	1	1
2180	1	1	1
2181	1	1	1
2182	1	1	1
2183	1	1	1
2184	1	1	1
2185	1	1	1
2186	0	0	0
2187	0	0	0
2188	1	1	1
2189	0	1	0
2190	0	0	0
2191	0	0	0
2192	1	1	1
2193	1	1	1
2194	1	1	1
2195	1	1	1
2196	1	1	1
2197	1	1	1
2198	1	1	1
2199	0	0	0
2200	1	1	1
2201	1	1	1
2202	0	0	0
2203	1	1	1
2204	1	1	1
2205	1	1	1
2206	0	1	0
2207	0	0	0
2208	0	0	0
2209	0	0	0
2210	1	1	1
2211	0	0	0
2212	1	1	1
2213	0	1	0
2214	1	1	1
2215	1	1	1
2216	1	1	1
2217	1	1	1
2218	1	1	1
2219	1	1	1
2220	1	1	1
2221	1	1	1
2222	1	1	1
2223	1	1	1
2224	1	1	1
2225	1	1	1
2226	0	0	0
2227	1	1	1
2228	1	1	1
2229	1	1	1
2230	1	1	1
2231	1	1	1
2232	1	1	1
2233	1	1	1
2234	1	1	1
2235	0	0	0
2236	1	1	1
2237	1	1	1
2238	1	1	1
2239	0	0	0
2240	0	0	0
2241	1	1	1
2242	0	1	0
2243	1	1	1
2244	0	0	0
2245	1	1	1
2246	1	1	1
2247	1	1	1
2248	1	1	1
2249	1	1	1
2250	1	1	1
2251	1	1	1
2252	1	0	1
2253	1	1	1
2254	0	0	0
2255	1	0	1
2256	1	1	1
2257	1	1	1
2258	0	0	0
2259	1	1	1
2260	1	1	1
2261	1	1	1
2262	1	1	1
2263	0	0	0
2264	1	1	1
2265	0	0	1
2266	1	1	1
2267	1	0	1
2268	1	1	1
2269	1	1	1
2270	1	1	1
2271	0	0	0
2272	1	1	1
2273	0	0	0
2274	1	1	1
2275	1	0	1
2276	0	1	0
2277	0	0	0
2278	0	1	0
2279	0	0	0
2280	0	0	0
2281	1	1	1
2282	0	1	0
2283	1	1	1
2284	1	1	1
2285	1	1	1
2286	1	1	1
2287	1	1	1
2288	1	1	1
2289	0	0	0
2290	0	0	0
2291	1	1	1
2292	1	1	1
2293	1	0	1
2294	1	1	1
2295	0	0	0
2296	1	1	1
2297	1	1	1
2298	0	1	0
2299	0	0	0
2300	0	1	0
2301	1	1	1
2302	1	1	1
2303	1	1	1
2304	1	1	1
2305	1	1	1
2306	1	1	1
2307	0	1	0
2308	1	1	1
2309	1	1	1
2310	0	0	0
2311	0	0	0
2312	1	0	1
2313	1	0	1
2314	1	1	1
2315	0	1	0
2316	1	1	1
2317	1	1	1
2318	0	0	0
2319	1	1	1
2320	0	1	0
2321	1	1	1
2322	1	1	1
2323	1	1	1
2324	1	1	1
2325	1	1	1
2326	0	1	0
2327	1	1	1
2328	1	1	1
2329	1	0	1
2330	1	1	1
2331	1	1	1
2332	1	1	1
2333	1	1	1
2334	0	1	0
2335	1	1	1
2336	0	0	0
2337	1	1	1
2338	1	1	1
2339	1	1	1
2340	1	1	1
2341	1	1	1
2342	1	1	1
2343	0	0	0
2344	0	0	0
2345	1	1	1
2346	1	1	1
2347	1	1	1
2348	0	1	0
2349	1	1	1
2350	1	1	1
2351	1	1	1
2352	1	1	1
2353	1	0	1
2354	1	1	1
2355	1	0	1
2356	1	1	1
2357	1	1	1
2358	1	1	1
2359	0	0	0
2360	1	1	1
2361	1	0	1
2362	0	0	0
2363	1	1	1
2364	0	0	0
2365	1	1	1
2366	0	0	0
2367	0	0	0
2368	1	1	1
2369	0	0	0
2370	0	0	0
2371	1	1	1
2372	1	0	1
2373	1	1	1
2374	1	1	1
2375	1	1	1
2376	1	1	1
2377	0	0	0
2378	1	1	1
2379	0	0	0
2380	1	1	1
2381	1	1	1
2382	0	1	0
2383	1	1	1
2384	1	0	1
2385	0	0	0
2386	0	0	0
2387	0	1	0
2388	1	0	1
2389	1	1	1
2390	0	0	0
2391	1	1	1
2392	0	0	0
2393	0	0	0
2394	0	0	0
2395	1	1	1
2396	1	1	1
2397	1	1	1
2398	1	1	1
2399	1	1	1
2400	1	1	1
2401	1	0	1
2402	1	1	1
2403	1	1	1
2404	1	1	1
2405	0	0	0
2406	1	1	1
2407	0	0	0
2408	1	0	0
2409	0	1	0
2410	1	1	1
2411	1	1	1
2412	1	1	1
2413	0	0	0
2414	1	1	1
2415	1	1	1
2416	1	1	1
2417	1	1	1
2418	0	0	0
2419	1	1	1
2420	0	0	0
2421	1	1	1
2422	1	1	1
2423	0	0	0
2424	0	0	0
2425	1	1	1
2426	0	0	0
2427	0	1	0
2428	1	1	1
2429	1	1	1
2430	1	1	1
2431	1	1	1
2432	1	1	1
2433	1	1	1
2434	1	1	1
2435	1	1	1
2436	0	1	0
2437	0	0	0
2438	0	0	0
2439	1	1	1
2440	1	1	1
2441	1	1	1
2442	1	1	1
2443	1	1	1
2444	1	1	1
2445	1	1	1
2446	1	1	1
2447	1	1	1
2448	1	1	1
2449	1	1	1
2450	1	0	1
2451	1	1	1
2452	1	1	1
2453	0	0	0
2454	1	1	1
2455	1	1	1
2456	1	0	1
2457	1	1	1
2458	0	0	0
2459	0	1	0
2460	1	0	1
2461	1	1	1
2462	0	0	0
2463	0	0	0
2464	1	1	1
2465	0	0	0
2466	1	1	1
2467	1	1	1
2468	1	0	1
2469	1	1	1
2470	1	1	1
2471	1	1	1
2472	0	0	0
2473	1	1	1
2474	0	0	0
2475	1	1	1
2476	0	0	0
2477	0	0	0
2478	1	1	1
2479	0	0	0
2480	0	0	1
2481	1	1	1
2482	1	1	1
2483	1	1	1
2484	1	0	1
2485	1	1	1
2486	1	1	1
2487	1	1	1
2488	1	1	1
2489	0	1	0
2490	0	1	0
2491	1	1	1
2492	0	0	0
2493	0	1	0
2494	1	1	1
2495	1	1	1
2496	1	1	1
2497	0	0	0
2498	1	1	1
2499	1	0	1
2500	1	0	1
2501	1	1	1
2502	1	1	1
2503	1	1	1
2504	1	1	1
2505	1	1	1
2506	1	1	1
2507	1	1	1
2508	1	1	1
2509	1	0	1
2510	0	0	0
2511	1	1	1
2512	1	1	1
2513	0	0	0
2514	0	1	0
2515	1	1	1
2516	1	1	1
2517	1	1	1
2518	0	0	0
2519	1	1	0
2520	1	1	1
2521	0	0	0
2522	1	1	1
2523	0	0	0
2524	1	1	1
2525	0	0	0
2526	1	1	1
2527	1	1	1
2528	1	1	1
2529	1	1	1
2530	1	1	1
2531	1	1	1
2532	1	1	1
2533	1	1	1
2534	1	1	1
2535	1	1	1
2536	0	0	0
2537	0	0	0
2538	0	1	0
2539	1	1	1
2540	1	1	1
2541	1	1	1
2542	0	1	0
2543	1	1	1
2544	1	0	1
2545	1	1	1
2546	1	0	1
2547	1	1	1
2548	1	1	1
2549	1	1	1
2550	1	1	1
2551	0	0	0
2552	1	1	1
2553	0	0	0
2554	1	1	1
2555	1	1	1
2556	0	0	0
2557	0	0	0
2558	0	0	0
2559	1	1	1
2560	1	1	1
2561	0	1	0
2562	0	0	0
2563	1	1	1
2564	0	0	0
2565	0	0	0
2566	1	1	1
2567	1	1	1
2568	1	1	1
2569	1	1	1
2570	1	1	1
2571	1	1	1
2572	1	1	1
2573	1	1	1
2574	1	1	1
2575	1	1	1
2576	1	1	1
2577	0	1	0
2578	0	1	0
2579	0	0	0
2580	1	1	1
2581	0	1	0
2582	0	0	0
2583	0	0	0
2584	1	1	1
2585	0	1	0
2586	1	1	1
2587	1	1	1
2588	1	1	1
2589	1	1	1
2590	1	1	1
2591	0	0	0
2592	1	1	1
2593	1	1	1
2594	1	1	1
2595	1	0	1
2596	1	1	1
2597	1	1	1
2598	0	0	0
2599	1	0	1
2600	0	0	1
2601	1	1	1
2602	1	1	1
2603	1	1	1
2604	1	1	1
2605	1	1	1
2606	1	0	1
2607	1	1	1
2608	0	0	0
2609	0	1	0
2610	1	0	1
2611	0	0	0
2612	1	1	1
2613	1	1	1
2614	0	1	0
2615	1	1	1
2616	1	1	1
2617	1	1	1
2618	1	1	1
2619	1	1	1
2620	0	0	0
2621	1	1	1
2622	0	0	0
2623	1	1	1
2624	0	0	0
2625	0	0	0
2626	1	1	1
2627	0	1	0
2628	0	0	0
2629	1	1	1
2630	0	1	0
2631	1	1	1
2632	0	1	0
2633	1	1	1
2634	0	0	0
2635	1	1	1
2636	0	0	0
2637	0	0	0
2638	1	0	1
2639	1	0	1
2640	0	0	0
2641	0	0	0
2642	1	1	1
2643	1	1	1
2644	0	0	0
2645	0	0	0
2646	1	1	1
2647	0	0	0
2648	1	1	1
2649	1	1	1
2650	0	0	0
2651	0	0	0
2652	0	0	0
2653	1	1	1
2654	1	1	1
2655	0	1	0
2656	1	1	1
2657	1	0	1
2658	1	0	1
2659	1	1	1
2660	1	1	1
2661	0	0	0
2662	1	1	1
2663	0	1	0
2664	1	1	1
2665	1	1	1
2666	0	0	0
2667	0	0	0
2668	1	1	1
2669	1	1	1
2670	0	0	0
2671	0	0	0
2672	1	1	1
2673	0	0	0
2674	1	1	1
2675	1	1	1
2676	0	0	0
2677	1	1	1
2678	1	1	1
2679	1	1	1
2680	1	0	1
2681	1	1	1
2682	1	0	1
2683	1	1	1
2684	1	1	1
2685	1	1	1
2686	1	1	1
2687	0	0	0
2688	1	1	1
2689	0	0	0
2690	1	1	1
2691	1	1	1
2692	0	0	0
2693	1	1	1
2694	0	0	0
2695	0	0	0
2696	0	0	0
2697	0	0	0
2698	1	1	1
2699	1	0	1
2700	1	1	1
2701	1	1	1
2702	0	1	0
2703	0	1	0
2704	0	0	0
2705	0	1	0
2706	1	1	1
2707	1	0	1
2708	1	1	1
2709	0	0	0
2710	1	1	1
2711	1	1	1
2712	1	1	1
2713	1	1	1
2714	1	1	1
2715	1	0	1
2716	1	1	1
2717	1	1	1
2718	1	1	1
2719	1	1	1
2720	1	1	1
2721	1	1	1
2722	1	1	1
2723	0	0	0
2724	1	1	1
2725	0	0	0
2726	0	0	0
2727	1	1	1
2728	1	1	1
2729	0	0	0
2730	1	1	1
2731	1	1	1
2732	1	1	1
2733	1	1	1
2734	0	1	0
2735	1	1	1
2736	0	0	0
2737	1	0	1
2738	0	1	0
2739	1	1	1
2740	1	0	1
2741	0	1	0
2742	1	1	1
2743	1	1	1
2744	1	1	1
2745	0	0	0
2746	1	1	1
2747	1	1	1
2748	1	1	1
2749	1	0	1
2750	1	1	1
2751	1	1	1
2752	1	1	1
2753	1	1	1
2754	1	1	1
2755	1	1	1
2756	1	1	1
2757	0	0	0
2758	0	0	0
2759	1	1	1
2760	0	0	0
2761	0	0	0
2762	1	1	1
2763	1	1	1
2764	1	1	1
2765	1	1	1
2766	1	1	1
2767	0	0	0
2768	1	1	1
2769	1	1	1
2770	0	0	0
2771	1	1	1
2772	1	1	1
2773	1	1	1
2774	0	0	0
2775	1	0	1
2776	0	0	0
2777	1	1	1
2778	0	0	0
2779	1	1	1
2780	1	1	1
2781	1	1	1
2782	1	1	1
2783	1	1	1
2784	1	1	1
2785	1	1	1
2786	0	0	0
2787	1	1	1
2788	1	1	1
2789	1	1	1
2790	1	1	1
2791	1	1	1
2792	1	1	1
2793	1	1	1
2794	1	1	1
2795	0	0	0
2796	1	0	1
2797	0	0	0
2798	0	0	0
2799	1	1	1
2800	1	1	1
2801	1	1	1
2802	1	1	1
2803	1	1	1
2804	0	0	0
2805	1	1	1
2806	0	0	0
2807	1	1	1
2808	1	1	1
2809	0	0	0
2810	0	0	0
2811	0	0	0
2812	1	1	1
2813	0	0	0
2814	1	0	1
2815	1	1	1
2816	1	1	1
2817	1	1	1
2818	1	1	1
2819	0	0	0
2820	1	1	1
2821	1	1	1
2822	0	0	0
2823	0	0	0
2824	0	0	0
2825	0	0	0
2826	1	1	1
2827	1	1	1
2828	1	1	1
2829	0	0	0
2830	1	1	1
2831	1	1	1
2832	1	1	1
2833	0	1	1
2834	1	1	1
2835	0	0	0
2836	0	0	0
2837	0	1	0
2838	1	1	1
2839	1	1	1
2840	1	1	1
2841	0	0	0
2842	1	1	1
2843	1	1	1
2844	1	0	1
2845	0	0	0
2846	1	1	1
2847	1	0	0
2848	0	0	0
2849	1	1	1
2850	1	1	1
2851	1	1	1
2852	1	1	1
2853	0	0	0
2854	1	1	1
2855	1	1	1
2856	1	1	1
2857	1	1	1
2858	1	1	1
2859	0	0	0
2860	1	1	1
2861	1	1	1
2862	1	1	1
2863	0	0	0
2864	0	0	0
2865	1	1	1
2866	0	0	0
2867	1	1	1
2868	1	1	1
2869	1	1	1
2870	1	1	1
2871	1	1	1
2872	1	1	1
2873	1	1	1
2874	0	1	0
2875	1	1	1
2876	0	0	0
2877	1	1	1
2878	0	1	0
2879	1	1	1
2880	0	0	0
2881	1	1	1
2882	0	0	0
2883	1	1	1
2884	1	1	1
2885	1	1	1
2886	1	1	1
2887	0	0	0
2888	0	1	0
2889	0	0	2
2890	1	1	1
2891	1	1	1
2892	0	0	0
2893	0	1	0
2894	1	1	1
2895	1	1	1
2896	1	1	1
2897	1	1	1
2898	0	0	0
2899	1	1	1
2900	1	1	1
2901	0	0	0
2902	0	0	0
2903	1	0	1
2904	1	1	1
2905	1	1	1
2906	1	1	1
2907	1	1	1
2908	1	1	1
2909	0	1	0
2910	1	1	1
2911	1	1	1
2912	1	1	1
2913	1	1	1
2914	1	0	1
2915	1	1	1
2916	1	1	1
2917	1	1	1
2918	0	0	0
2919	1	1	1
2920	1	1	1
2921	1	1	1
2922	1	1	1
2923	1	1	1
2924	1	1	1
2925	1	1	1
2926	0	1	0
2927	1	1	1
2928	1	1	1
2929	1	1	1
2930	1	1	1
2931	1	1	1
2932	1	0	1
2933	1	1	1
2934	1	1	1
2935	0	1	0
2936	0	0	0
2937	1	1	1
2938	0	0	0
2939	0	0	0
2940	1	1	1
2941	0	0	0
2942	1	1	1
2943	0	0	0
2944	1	1	1
2945	1	1	1
2946	0	0	1
2947	0	1	0
2948	1	1	1
2949	1	0	1
2950	0	0	0
2951	1	1	1
2952	1	1	1
2953	1	1	1
2954	1	1	1
2955	1	1	1
2956	0	0	0
2957	0	0	0
2958	1	1	1
2959	1	1	1
2960	0	0	0
2961	1	1	1
2962	0	0	0
2963	0	1	0
2964	1	1	1
2965	1	1	1
2966	1	0	1
2967	1	1	1
2968	0	0	0
2969	1	1	1
2970	1	1	1
2971	1	1	1
2972	0	1	0
2973	1	1	1
2974	0	1	0
2975	1	1	1
2976	1	1	1
2977	1	1	1
2978	0	0	0
2979	1	1	1
2980	1	1	1
2981	0	0	0
2982	1	1	1
2983	1	0	1
2984	1	1	1
2985	1	1	1
2986	1	1	1
2987	1	1	1
2988	1	0	1
2989	1	1	1
2990	0	0	0
2991	0	0	0
2992	0	0	0
2993	1	1	1
2994	1	1	1
2995	1	1	1
2996	1	1	1
2997	1	1	1
2998	1	0	1
2999	0	0	0
3000	0	0	0
3001	1	1	1
3002	1	1	1
3003	1	1	1
3004	1	1	1
3005	0	1	0
3006	1	1	1
3007	0	0	0
3008	0	1	0
3009	1	1	1
3010	0	0	0
3011	1	1	1
3012	1	1	1
3013	1	1	1
3014	0	0	0
3015	1	1	1
3016	1	1	1
3017	1	1	1
3018	0	0	0
3019	1	1	1
3020	1	1	1
3021	1	1	1
3022	1	0	1
3023	1	1	1
3024	1	1	1
3025	1	1	1
3026	1	1	1
3027	0	0	0
3028	1	1	1
3029	1	1	1
3030	1	1	1
3031	1	1	1
3032	0	0	0
3033	1	1	1
3034	1	1	1
3035	1	1	1
3036	1	1	1
3037	0	0	0
3038	1	1	1
3039	1	1	1
3040	1	1	1
3041	0	0	0
3042	1	1	1
3043	1	1	1
3044	0	0	0
3045	0	0	0
3046	1	1	1
3047	1	1	1
3048	1	1	1
3049	0	0	0
3050	1	1	1
3051	1	1	1
3052	0	1	0
3053	0	0	0
3054	0	0	0
3055	1	1	1
3056	0	0	0
3057	1	1	1
3058	1	1	1
3059	1	1	1
3060	1	1	1
3061	1	1	1
3062	1	1	1
3063	1	1	1
3064	1	1	1
3065	1	1	1
3066	0	0	0
3067	1	1	1
3068	1	1	1
3069	1	1	1
3070	0	0	0
3071	1	1	1
3072	1	1	1
3073	1	0	1
3074	1	1	1
3075	0	1	0
3076	1	1	1
3077	1	1	1
3078	1	1	1
3079	0	1	0
3080	1	1	1
3081	1	1	1
3082	1	1	1
3083	1	1	1
3084	1	1	1
3085	1	1	1
3086	1	1	1
3087	1	1	1
3088	1	1	1
3089	1	1	1
3090	0	1	0
3091	0	0	0
3092	1	1	1
3093	1	1	1
3094	1	1	1
3095	1	1	1
3096	1	1	1
3097	1	1	1
3098	1	1	1
3099	1	1	1
3100	1	1	1
3101	1	1	1
3102	0	1	0
3103	0	0	0
3104	1	1	1
3105	1	1	1
3106	1	1	1
3107	1	1	1
3108	0	0	0
3109	1	1	1
3110	1	1	1
3111	1	1	1
3112	1	1	1
3113	1	1	1
3114	1	1	1
3115	1	1	1
3116	1	1	1
3117	1	0	1
3118	1	1	1
3119	1	1	1
3120	0	0	0
3121	1	1	1
3122	1	1	1
3123	0	0	0
3124	1	1	1
3125	1	1	1
3126	1	1	1
3127	1	1	1
3128	1	1	1
3129	0	0	0
3130	1	1	1
3131	1	1	1
3132	0	0	0
3133	1	1	1
3134	1	1	1
3135	1	1	1
3136	0	1	0
3137	1	1	1
3138	1	1	1
3139	1	1	1
3140	0	1	0
3141	1	1	1
3142	1	1	1
3143	1	1	1
3144	1	1	1
3145	1	0	1
3146	1	1	1
3147	1	1	1
3148	1	0	1
3149	1	1	1
3150	1	1	1
3151	1	1	1
3152	1	1	1
3153	1	1	1
3154	1	1	1
3155	1	1	1
3156	0	0	0
3157	1	1	1
3158	0	0	0
3159	1	1	1
3160	1	1	1
3161	1	1	1
3162	0	0	0
3163	1	1	1
3164	0	0	0
3165	1	1	1
3166	1	0	1
3167	1	1	1
3168	1	1	1
3169	0	1	0
3170	1	1	1
3171	1	1	1
3172	1	1	1
3173	1	1	1
3174	1	0	1
3175	1	1	1
3176	1	1	1
3177	1	1	1
3178	1	1	1
3179	1	1	1
3180	1	1	1
3181	1	1	1
3182	0	1	0
3183	0	1	0
3184	1	1	1
3185	0	0	0
3186	1	1	1
3187	0	0	0
3188	0	0	0
3189	0	0	0
3190	1	1	1
3191	1	1	1
3192	1	1	1
3193	1	1	1
3194	1	1	1
3195	1	1	1
3196	1	1	1
3197	1	0	1
3198	1	1	1
3199	1	1	1
3200	1	1	1
3201	0	0	0
3202	1	1	1
3203	0	1	0
3204	0	1	0
3205	0	1	0
3206	1	1	1
3207	0	0	0
3208	1	1	1
3209	1	1	1
3210	0	0	0
3211	1	1	1
3212	1	1	1
3213	1	1	1
3214	1	1	1
3215	0	0	0
