	class	knn_pred	spectro_pred
144	0	1	0
145	1	1	1
146	1	1	1
147	1	1	1
148	1	1	1
149	1	1	1
150	1	1	1
151	1	1	1
152	1	1	1
153	1	1	1
154	1	1	1
155	1	1	1
156	0	0	0
157	0	1	0
158	1	1	1
159	1	1	1
160	1	1	1
161	1	1	1
162	1	1	1
163	1	1	1
164	0	1	0
165	0	0	0
166	1	1	1
167	1	1	1
168	1	1	1
169	0	0	0
170	0	0	0
171	1	1	1
172	1	1	1
173	1	1	1
174	0	0	0
175	1	1	1
176	1	1	1
177	1	1	1
178	1	1	1
179	1	1	1
180	1	1	1
181	1	1	1
182	0	0	0
183	1	1	1
184	1	1	1
185	1	1	1
186	1	1	1
187	0	1	0
188	0	1	0
189	0	0	0
190	1	1	1
191	1	1	1
192	0	0	0
193	1	1	1
194	1	1	1
195	1	1	1
196	0	0	0
197	1	1	1
198	1	1	1
199	1	1	1
200	1	1	1
201	1	1	1
202	1	1	1
203	1	1	1
204	0	1	0
205	1	1	1
206	1	1	1
207	1	1	1
208	1	1	1
209	1	1	1
210	0	0	0
211	1	1	1
212	1	1	1
213	1	1	1
214	1	1	1
215	1	1	1
216	1	1	1
217	1	1	1
218	1	1	1
219	0	0	0
220	1	1	1
221	0	0	0
222	1	1	1
223	1	1	1
224	1	0	1
225	1	1	1
226	0	0	1
227	1	1	1
228	1	1	1
229	0	0	0
230	1	1	1
231	0	1	0
232	1	1	1
233	1	0	1
234	1	1	1
235	0	0	0
236	1	1	1
237	1	1	1
238	1	1	1
239	1	1	1
240	1	1	1
241	1	1	1
242	1	1	1
243	1	1	1
244	1	1	1
245	0	0	0
246	1	1	1
247	1	1	1
248	1	1	1
249	0	0	0
250	1	1	1
251	1	1	1
252	0	0	0
253	0	1	0
254	0	0	0
255	1	1	1
256	0	0	0
257	1	1	1
258	1	1	1
259	1	0	1
260	0	1	0
261	0	1	0
262	0	0	0
263	1	1	1
264	1	1	1
265	0	1	0
266	1	1	1
267	1	1	1
268	0	0	0
269	1	1	1
270	1	0	1
271	1	1	1
272	1	1	1
273	1	1	1
274	1	1	1
275	0	0	0
276	1	1	1
277	0	0	0
278	0	0	0
279	1	1	1
280	0	0	0
281	1	0	1
282	1	1	1
283	1	1	1
284	0	0	0
285	1	1	1
286	0	0	0
287	0	1	0
288	1	1	1
289	1	1	1
290	1	1	1
291	1	1	1
292	1	0	1
293	0	0	0
294	0	0	0
295	1	1	1
296	1	1	1
297	1	1	1
298	0	0	0
299	1	1	1
300	0	1	0
301	0	0	0
302	1	1	1
303	1	1	1
304	1	1	1
305	1	1	1
306	1	1	1
307	1	1	1
308	1	1	1
309	1	1	1
310	1	1	1
311	1	1	1
312	1	1	1
313	1	1	1
314	0	0	0
315	0	0	0
316	0	1	0
317	0	0	0
318	0	0	0
319	1	1	1
320	1	1	1
321	0	0	0
322	1	1	1
323	1	1	1
324	1	1	1
325	1	1	1
326	0	0	0
327	1	1	1
328	0	0	0
329	0	0	0
330	1	1	1
331	1	1	1
332	1	1	1
333	0	1	0
334	1	1	1
335	0	0	0
336	1	1	1
337	0	0	0
338	1	1	1
339	1	1	1
340	1	1	1
341	1	1	1
342	1	1	1
343	1	1	1
344	1	0	1
345	1	1	1
346	1	1	1
347	1	1	1
348	1	1	1
349	1	1	1
350	1	0	1
351	0	0	0
352	1	1	1
353	0	1	0
354	1	1	1
355	0	0	0
356	0	0	1
357	1	1	1
358	1	1	1
359	1	0	1
360	0	1	0
361	1	1	1
362	1	1	1
363	1	1	1
364	0	0	0
365	1	1	1
366	1	1	1
367	0	0	0
368	1	1	1
369	1	1	1
370	0	0	0
371	0	0	0
372	1	1	1
373	1	1	1
374	0	0	0
375	0	1	0
376	1	1	1
377	0	0	0
378	1	1	1
379	0	0	0
380	1	1	1
381	1	1	1
382	1	0	1
383	0	0	0
384	0	0	0
385	0	0	0
386	0	0	0
387	1	1	1
388	0	1	0
389	1	1	1
390	0	0	0
391	1	0	1
392	0	1	0
393	1	1	1
394	0	0	0
395	1	1	1
396	0	1	0
397	1	1	1
398	1	1	1
399	1	1	1
400	1	1	1
401	1	1	1
402	1	0	1
403	0	1	0
404	0	0	0
405	1	0	1
406	1	0	1
407	1	1	1
408	1	1	1
409	1	1	1
410	0	0	0
411	1	0	1
412	1	1	1
413	0	0	0
414	1	1	1
415	1	1	1
416	1	1	1
417	1	1	1
418	1	1	1
419	0	0	0
420	1	1	1
421	0	0	0
422	1	1	1
423	1	1	1
424	1	1	1
425	1	1	1
426	1	1	1
427	1	1	1
428	0	0	0
429	0	1	0
430	1	1	1
431	1	1	1
432	0	0	0
433	1	1	1
434	1	0	1
435	1	1	1
436	1	0	1
437	1	1	1
438	1	0	1
439	0	0	0
440	1	1	1
441	1	1	1
442	1	1	1
443	1	1	1
444	1	1	1
445	1	1	1
446	1	1	1
447	1	1	1
448	0	0	0
449	1	1	1
450	1	1	1
451	1	1	1
452	1	0	1
453	1	1	0
454	0	0	0
455	1	1	1
456	1	1	1
457	1	1	1
458	1	0	1
459	1	1	1
460	1	1	1
461	1	1	1
462	1	1	1
463	1	1	1
464	0	0	0
465	1	1	1
466	1	1	1
467	1	1	1
468	1	1	1
469	1	1	1
470	0	0	0
471	1	1	1
472	0	0	0
473	0	1	0
474	1	1	1
475	0	1	0
476	1	1	1
477	1	1	1
478	1	1	1
479	1	1	1
480	1	1	1
481	1	1	1
482	1	1	1
483	1	1	1
484	1	1	1
485	1	0	0
486	1	1	1
487	1	1	1
488	1	1	1
489	1	1	1
490	0	0	0
491	0	0	0
492	1	1	1
493	1	1	1
494	1	1	1
495	0	0	0
496	0	1	0
497	1	1	1
498	1	0	1
499	1	1	1
500	1	1	1
501	1	1	1
502	1	1	1
503	1	1	1
504	1	1	1
505	1	1	1
506	1	1	1
507	1	1	1
508	1	1	1
509	0	0	0
510	1	1	1
511	1	1	1
512	0	0	0
513	1	1	1
514	1	1	1
515	1	1	1
516	0	0	0
517	1	1	1
518	0	0	0
519	1	1	1
520	0	0	0
521	1	1	1
522	1	1	1
523	1	1	1
524	1	1	1
525	1	1	1
526	0	1	0
527	1	0	1
528	1	1	1
529	1	1	1
530	1	1	1
531	1	1	1
532	1	1	1
533	0	0	0
534	1	1	1
535	0	0	0
536	0	0	0
537	0	0	0
538	1	0	1
539	1	1	1
540	1	1	1
541	1	1	1
542	0	0	0
543	1	1	1
544	1	0	1
545	1	1	1
546	1	1	1
547	1	1	1
548	1	0	1
549	1	1	1
550	1	1	1
551	0	0	0
552	1	1	1
553	1	1	1
554	1	1	1
555	0	1	0
556	0	0	0
557	0	1	0
558	1	1	1
559	1	1	1
560	1	1	1
561	1	1	1
562	0	0	0
563	1	1	1
564	1	1	1
565	1	1	1
566	1	1	1
567	1	1	1
568	1	1	1
569	1	1	1
570	1	1	1
571	1	1	1
572	1	1	1
573	0	1	0
574	0	0	0
575	1	1	1
576	1	1	1
577	1	1	1
578	0	0	0
579	1	1	1
580	1	0	1
581	1	1	1
582	1	1	1
583	1	1	1
584	1	1	1
585	1	1	1
586	1	0	1
587	0	0	0
588	1	1	1
589	1	1	1
590	1	1	1
591	0	0	0
592	1	1	1
593	1	1	1
594	0	0	0
595	1	1	1
596	0	0	0
597	0	0	0
598	1	1	1
599	1	1	1
600	0	0	0
601	0	0	0
602	1	1	1
603	0	0	0
604	1	1	1
605	0	0	0
606	1	1	1
607	1	1	1
608	1	1	1
609	1	1	1
610	1	1	1
611	1	1	1
612	1	1	1
613	0	0	0
614	1	1	1
615	1	1	1
616	1	1	1
617	1	1	1
618	1	1	1
619	1	1	1
620	1	1	1
621	1	1	1
622	1	1	1
623	1	1	1
624	1	1	1
625	1	1	1
626	1	1	1
627	1	1	1
628	1	1	1
629	1	1	1
630	1	1	1
631	0	0	0
632	1	1	1
633	1	1	1
634	0	1	0
635	0	0	0
636	0	0	0
637	1	1	1
638	1	1	1
639	1	1	1
640	1	1	1
641	1	1	1
642	1	1	1
643	1	1	1
644	1	1	1
645	0	0	0
646	1	1	1
647	0	0	0
648	0	0	0
649	1	1	1
650	0	0	0
651	1	1	1
652	1	1	1
653	1	1	1
654	1	1	1
655	1	1	1
656	1	1	1
657	1	1	1
658	1	1	1
659	0	1	0
660	1	1	1
661	1	1	1
662	1	1	1
663	1	1	1
664	1	1	1
665	1	1	1
666	1	1	1
667	0	0	0
668	0	1	0
669	1	1	1
670	1	1	1
671	0	0	0
672	0	0	0
673	0	0	0
674	1	1	1
675	1	1	1
676	1	0	1
677	1	1	1
678	1	1	1
679	0	0	0
680	1	1	1
681	1	1	1
682	1	0	1
683	1	0	1
684	1	1	1
685	0	1	0
686	1	1	1
687	1	1	1
688	1	1	1
689	0	0	0
690	1	1	1
691	1	1	1
692	1	1	1
693	1	1	1
694	1	1	1
695	1	1	1
696	1	1	1
697	1	1	1
698	1	1	1
699	1	1	1
700	1	1	1
701	1	1	1
702	1	1	1
703	1	1	1
704	1	1	1
705	1	1	1
706	1	1	1
707	0	1	0
708	1	1	1
709	0	0	0
710	0	0	0
711	0	0	0
712	1	1	1
713	1	1	1
714	1	1	1
715	1	1	1
716	1	1	1
717	1	0	1
718	1	1	1
719	1	1	1
720	0	0	0
721	1	1	1
722	1	1	1
723	0	1	0
724	1	0	1
725	1	1	1
726	1	1	1
727	0	0	0
728	0	1	0
729	1	1	1
730	1	1	1
731	0	0	0
732	1	0	1
733	1	1	1
734	0	0	0
735	1	1	1
736	1	1	1
737	1	1	1
738	0	1	0
739	1	1	1
740	0	1	0
741	1	1	1
742	1	1	1
743	1	1	1
744	0	0	0
745	1	0	1
746	1	1	1
747	1	1	1
748	1	1	1
749	1	1	1
750	0	0	0
751	1	0	1
752	1	1	1
753	1	1	1
754	1	1	1
755	1	1	1
756	0	1	0
757	0	0	0
758	1	1	1
759	1	1	1
760	1	1	1
761	0	0	0
762	1	1	1
763	1	0	1
764	1	1	1
765	1	1	1
766	0	1	0
767	0	0	0
768	1	1	1
769	1	1	1
770	1	1	1
771	1	1	1
772	0	0	0
773	1	1	1
774	1	1	1
775	1	1	1
776	0	0	0
777	0	1	0
778	1	1	1
779	0	0	0
780	1	1	1
781	1	1	1
782	0	1	0
783	1	1	1
784	0	1	0
785	1	1	1
786	1	1	1
787	1	1	1
788	1	1	1
789	1	1	1
790	0	0	0
791	1	1	1
792	1	0	1
793	1	1	1
794	1	1	1
795	1	0	1
796	0	0	0
797	1	1	1
798	1	1	1
799	1	1	1
800	1	1	1
801	0	0	0
802	0	0	0
803	1	1	1
804	1	1	1
805	1	1	1
806	1	1	1
807	1	1	1
808	1	0	1
809	1	0	1
810	1	1	1
811	0	0	0
812	1	1	1
813	1	0	1
814	1	1	1
815	1	1	1
816	1	1	1
817	1	1	1
818	0	0	0
819	1	1	1
820	1	1	1
821	1	1	1
822	0	0	0
823	1	0	1
824	0	0	0
825	0	0	0
826	1	1	1
827	0	0	0
828	0	1	0
829	1	1	1
830	1	1	1
831	1	1	1
832	1	0	1
833	0	0	0
834	0	0	0
835	1	1	1
836	0	0	0
837	0	0	0
838	1	1	1
839	1	1	1
840	1	1	1
841	1	1	1
842	1	1	1
843	1	1	1
844	1	1	1
845	0	1	0
846	1	1	1
847	0	0	0
848	1	1	1
849	0	0	0
850	1	1	1
851	1	1	1
852	0	0	0
853	1	1	1
854	1	1	1
855	1	1	1
856	1	0	1
857	1	1	1
858	0	0	0
859	1	0	1
860	1	0	1
861	1	1	1
862	0	0	0
863	0	0	0
864	1	1	1
865	1	0	1
866	1	1	1
867	1	1	1
868	1	1	1
869	1	1	1
870	1	1	1
871	0	1	0
872	1	1	1
873	1	1	1
874	1	1	1
875	0	0	0
876	1	1	1
877	1	1	1
878	1	0	1
879	1	1	1
880	1	0	1
881	0	0	0
882	1	1	1
883	1	0	1
884	1	1	1
885	1	1	1
886	1	1	1
887	0	0	0
888	1	1	1
889	1	1	1
890	1	1	1
891	0	1	0
892	1	1	1
893	0	0	0
894	1	0	1
895	1	1	1
896	1	1	1
897	1	1	1
898	1	1	1
899	1	1	1
900	1	1	1
901	1	1	1
902	1	1	1
903	1	1	1
904	1	1	1
905	0	0	0
906	1	1	1
907	1	1	1
908	0	0	0
909	0	0	0
910	1	1	1
911	1	1	1
912	1	1	1
913	1	1	1
914	1	1	1
915	1	1	1
916	1	1	1
917	1	1	1
918	1	1	1
919	0	0	0
920	0	0	0
921	1	1	1
922	1	1	1
923	1	1	1
924	0	0	0
925	1	1	1
926	1	1	1
927	1	1	1
928	0	0	0
929	0	0	0
930	1	0	1
931	0	0	0
932	1	1	1
933	1	1	1
934	1	1	1
935	1	1	1
936	1	1	1
937	1	1	1
938	1	1	1
939	0	0	0
940	1	1	1
941	0	0	0
942	1	1	1
943	0	1	0
944	0	0	1
945	0	0	0
946	1	0	1
947	1	1	1
948	0	0	0
949	1	1	1
950	0	0	0
951	1	1	1
952	0	0	0
953	1	1	1
954	1	1	1
955	1	1	1
956	1	1	1
957	1	1	1
958	0	0	0
959	1	1	1
960	1	1	1
961	0	0	0
962	0	0	0
963	1	1	1
964	1	1	1
965	1	1	1
966	1	1	1
967	1	1	1
968	0	0	0
969	1	1	1
970	0	0	0
971	1	1	1
972	1	1	1
973	1	1	1
974	1	1	1
975	1	1	1
976	1	0	1
977	0	0	0
978	1	1	1
979	1	1	1
980	0	0	0
981	1	1	1
982	1	1	1
983	0	0	0
984	0	0	0
985	1	1	1
986	1	1	1
987	1	1	1
988	0	0	0
989	0	0	0
990	0	0	0
991	0	0	0
992	1	0	1
993	1	1	1
994	1	1	1
995	1	1	1
996	1	1	1
997	1	1	1
998	1	0	1
999	0	0	0
1000	1	1	1
1001	1	1	1
1002	1	1	1
1003	1	1	1
1004	0	0	0
1005	0	0	0
1006	1	1	1
1007	1	1	1
1008	0	0	0
1009	1	1	1
1010	1	1	1
1011	0	1	0
1012	0	0	0
1013	1	1	1
1014	1	1	1
1015	1	1	1
1016	0	0	0
1017	1	0	1
1018	1	1	1
1019	1	1	1
1020	0	1	0
1021	1	1	1
1022	1	1	1
1023	0	1	0
1024	1	1	1
1025	1	1	1
1026	1	1	1
1027	1	1	1
1028	1	1	1
1029	1	1	1
1030	1	1	1
1031	1	1	1
1032	0	0	0
1033	1	1	1
1034	1	1	1
1035	0	1	0
1036	1	1	1
1037	0	0	0
1038	1	1	1
1039	1	1	1
1040	1	1	1
1041	1	1	1
1042	1	1	1
1043	1	1	1
1044	1	1	1
1045	0	0	0
1046	1	0	1
1047	1	1	1
1048	0	1	0
1049	1	1	1
1050	1	1	1
1051	1	0	1
1052	1	1	1
1053	1	1	1
1054	1	1	1
1055	0	1	0
1056	0	1	0
1057	0	0	0
1058	1	1	1
1059	0	0	0
1060	1	1	1
1061	1	1	1
1062	1	1	1
1063	1	1	1
1064	1	1	1
1065	1	0	1
1066	1	1	1
1067	1	1	1
1068	1	1	1
1069	1	1	1
1070	1	1	1
1071	0	0	0
1072	1	1	1
1073	1	1	1
1074	1	1	1
1075	0	0	0
1076	1	1	1
1077	1	1	1
1078	1	1	1
1079	0	0	0
1080	1	1	1
1081	0	0	0
1082	1	1	1
1083	0	1	0
1084	1	1	1
1085	1	1	1
1086	1	1	1
1087	1	1	1
1088	0	0	0
1089	1	1	1
1090	1	1	1
1091	0	1	0
1092	1	1	1
1093	1	1	1
1094	0	0	0
1095	1	1	1
1096	0	1	0
1097	1	1	1
1098	1	1	1
1099	0	0	0
1100	1	1	1
1101	1	1	1
1102	1	1	1
1103	1	1	1
1104	1	0	1
1105	1	1	1
1106	1	1	1
1107	0	0	0
1108	1	1	1
1109	1	1	1
1110	1	1	1
1111	1	0	1
1112	1	1	1
1113	1	1	1
1114	0	1	0
1115	1	1	1
1116	0	0	0
1117	1	1	1
1118	1	0	1
1119	1	1	1
1120	1	1	1
1121	1	1	1
1122	1	1	1
1123	1	1	1
1124	0	0	0
1125	1	1	1
1126	1	1	1
1127	1	1	1
1128	1	1	1
1129	1	1	1
1130	1	1	1
1131	1	1	1
1132	0	0	0
1133	1	1	1
1134	1	0	1
1135	1	0	1
1136	1	1	1
1137	1	1	1
1138	1	1	1
1139	1	1	1
1140	1	1	1
1141	1	0	1
1142	0	0	0
1143	1	1	1
1144	1	1	1
1145	1	0	1
1146	1	1	1
1147	1	1	1
1148	1	1	1
1149	1	0	1
1150	0	0	0
1151	0	0	0
1152	1	1	1
1153	1	1	1
1154	1	1	1
1155	0	1	0
1156	0	0	0
1157	1	1	1
1158	1	1	1
1159	1	1	1
1160	1	1	1
1161	1	1	1
1162	1	1	1
1163	0	0	0
1164	0	0	0
1165	0	1	0
1166	1	1	1
1167	1	1	1
1168	1	1	1
1169	1	1	1
1170	1	1	1
1171	0	0	0
1172	1	1	1
1173	1	1	1
1174	0	0	0
1175	0	0	0
1176	1	1	1
1177	0	1	0
1178	0	0	0
1179	0	1	0
1180	0	1	0
1181	0	0	0
1182	1	1	1
1183	0	0	0
1184	1	1	1
1185	1	1	1
1186	1	1	1
1187	0	1	1
1188	0	1	0
1189	0	0	0
1190	1	1	1
1191	0	0	0
1192	1	1	1
1193	0	1	0
1194	1	1	1
1195	0	0	0
1196	0	1	0
1197	1	1	1
1198	1	1	1
1199	1	1	1
1200	1	1	1
1201	1	1	1
1202	1	1	1
1203	1	1	1
1204	1	1	1
1205	1	1	1
1206	1	1	1
1207	1	1	1
1208	0	0	0
1209	1	1	1
1210	1	1	1
1211	0	0	0
1212	1	1	1
1213	1	1	1
1214	1	1	1
1215	0	1	0
1216	0	0	0
1217	0	0	0
1218	1	1	1
1219	0	0	0
1220	1	1	1
1221	1	1	1
1222	1	1	1
1223	0	1	0
1224	1	1	1
1225	0	0	0
1226	1	0	1
1227	0	0	0
1228	0	0	0
1229	0	0	0
1230	1	1	1
1231	1	1	1
1232	1	1	1
1233	1	1	1
1234	1	1	1
1235	1	1	1
1236	0	0	0
1237	1	1	1
1238	1	1	1
1239	0	0	0
1240	1	1	1
1241	1	1	1
1242	1	1	1
1243	1	0	1
1244	0	0	0
1245	0	0	0
1246	1	1	1
1247	1	1	1
1248	1	1	1
1249	1	1	1
1250	0	0	0
1251	1	1	1
1252	1	1	1
1253	1	1	1
1254	0	0	0
1255	0	0	0
1256	1	1	1
1257	0	0	0
1258	1	1	1
1259	1	1	1
1260	0	0	0
1261	1	1	1
1262	1	1	1
1263	0	0	0
1264	0	0	0
1265	1	1	1
1266	0	0	0
1267	0	0	0
1268	1	1	1
1269	0	0	0
1270	0	0	0
1271	1	0	1
1272	1	1	1
1273	1	0	1
1274	0	0	0
1275	1	0	1
1276	1	1	1
1277	1	0	1
1278	1	1	1
1279	1	1	1
1280	0	1	0
1281	1	1	1
1282	0	0	0
1283	0	0	0
1284	0	0	0
1285	1	1	1
1286	0	1	0
1287	1	0	1
1288	0	0	0
1289	0	0	0
1290	1	1	1
1291	1	1	1
1292	1	1	1
1293	1	1	1
1294	0	0	0
1295	1	0	1
1296	0	0	0
1297	0	1	0
1298	1	1	1
1299	1	1	1
1300	1	1	1
1301	1	1	1
1302	1	1	1
1303	1	1	1
1304	1	1	1
1305	1	0	1
1306	1	0	1
1307	1	1	1
1308	1	1	1
1309	1	1	1
1310	1	1	1
1311	1	1	1
1312	0	1	0
1313	1	1	1
1314	0	0	0
1315	0	0	0
1316	1	1	1
1317	1	1	1
1318	0	1	0
1319	1	1	1
1320	1	1	1
1321	0	0	0
1322	1	1	1
1323	1	1	1
1324	1	1	1
1325	0	1	0
1326	1	1	1
1327	1	1	1
1328	0	0	0
1329	1	1	1
1330	1	0	1
1331	1	1	1
1332	1	1	1
1333	1	1	1
1334	1	1	1
1335	0	0	0
1336	1	1	1
1337	1	1	1
1338	1	1	1
1339	0	0	0
1340	1	1	1
1341	1	1	1
1342	1	1	1
1343	1	1	1
1344	1	1	1
1345	1	1	1
1346	1	1	1
1347	0	0	0
1348	0	1	0
1349	0	0	0
1350	1	1	1
1351	0	1	0
1352	1	1	1
1353	0	1	0
1354	1	1	1
1355	1	1	1
1356	1	1	1
1357	1	1	1
1358	1	0	1
1359	1	1	1
1360	1	1	1
1361	0	0	0
1362	0	1	0
1363	1	1	1
1364	1	1	1
1365	1	1	1
1366	1	1	1
1367	0	1	0
1368	1	1	1
1369	0	0	0
1370	0	0	0
1371	1	1	1
1372	1	0	1
1373	1	1	1
1374	1	1	1
1375	1	1	1
1376	1	1	1
1377	0	0	0
1378	1	1	1
1379	1	1	1
1380	1	1	1
1381	1	1	1
1382	0	0	0
1383	1	0	1
1384	1	1	1
1385	1	1	1
1386	0	0	0
1387	1	1	1
1388	1	1	1
1389	1	1	1
1390	1	1	1
1391	1	1	1
1392	1	1	1
1393	1	1	1
1394	0	0	0
1395	1	1	1
1396	1	1	1
1397	0	0	0
1398	1	1	1
1399	1	1	1
1400	1	1	1
1401	1	1	1
1402	1	1	1
1403	1	1	1
1404	1	1	1
1405	1	1	1
1406	1	1	1
1407	1	1	1
1408	1	1	1
1409	1	1	1
1410	1	1	1
1411	1	1	1
1412	0	0	0
1413	1	1	1
1414	1	1	1
1415	0	0	0
1416	1	1	1
1417	1	1	1
1418	0	1	0
1419	1	1	1
1420	1	0	1
1421	1	1	1
1422	1	1	1
1423	1	1	1
1424	0	1	0
1425	1	1	1
1426	1	1	1
1427	1	1	1
1428	1	1	1
1429	0	0	0
1430	0	0	0
1431	1	1	1
1432	1	0	1
1433	0	0	0
1434	0	1	0
1435	0	0	0
1436	0	1	0
1437	1	1	1
1438	0	0	0
1439	1	1	1
1440	1	1	1
1441	0	1	0
1442	1	1	1
1443	0	1	0
1444	1	1	1
1445	1	1	1
1446	0	0	0
1447	1	1	1
1448	1	0	1
1449	0	0	0
1450	0	1	0
1451	0	0	0
1452	0	0	0
1453	1	1	1
1454	0	0	0
1455	0	1	0
1456	1	1	1
1457	0	1	0
1458	0	0	0
1459	1	1	1
1460	0	0	0
1461	1	1	1
1462	1	1	1
1463	1	1	1
1464	1	1	1
1465	1	1	0
1466	1	0	1
1467	1	1	1
1468	1	1	1
1469	0	0	0
1470	1	0	1
1471	0	0	0
1472	1	1	1
1473	0	0	0
1474	1	1	1
1475	1	0	1
1476	1	1	1
1477	0	0	0
1478	1	1	1
1479	1	1	1
1480	1	0	1
1481	1	1	1
1482	1	1	1
1483	1	1	1
1484	1	1	1
1485	1	1	1
1486	1	1	1
1487	0	0	0
1488	0	1	0
1489	1	1	1
1490	1	1	1
1491	0	0	0
1492	1	1	1
1493	1	0	1
1494	1	1	1
1495	0	0	0
1496	1	0	1
1497	1	1	1
1498	1	0	1
1499	1	1	1
1500	1	1	1
1501	1	1	1
1502	1	1	1
1503	1	1	1
1504	1	1	1
1505	0	0	0
1506	1	1	1
1507	1	1	1
1508	0	1	0
1509	1	1	1
1510	0	1	0
1511	1	1	1
1512	1	1	1
1513	1	0	1
1514	1	0	1
1515	1	1	1
1516	0	1	0
1517	1	0	1
1518	0	0	0
1519	1	1	1
1520	1	1	1
1521	1	1	1
1522	1	1	1
1523	0	0	0
1524	0	0	0
1525	0	0	0
1526	1	1	1
1527	0	0	0
1528	1	1	1
1529	0	1	0
1530	1	1	1
1531	0	0	0
1532	1	1	1
1533	1	0	1
1534	0	0	0
1535	0	1	0
1536	0	0	0
1537	1	1	1
1538	1	1	1
1539	0	1	0
1540	1	1	1
1541	1	1	1
1542	0	0	0
1543	1	1	1
1544	1	1	1
1545	0	0	0
1546	1	1	1
1547	1	1	1
1548	1	1	1
1549	1	1	1
1550	1	1	1
1551	1	1	1
1552	0	0	0
1553	0	0	0
1554	1	1	1
1555	1	1	1
1556	1	0	0
1557	0	1	0
1558	0	0	0
1559	0	0	0
1560	1	1	1
1561	1	1	1
1562	1	1	1
1563	0	0	0
1564	1	1	1
1565	0	1	0
1566	1	1	1
1567	1	1	1
1568	0	0	0
1569	1	0	1
1570	1	1	1
1571	0	0	0
1572	1	1	1
1573	1	1	1
1574	1	1	1
1575	1	1	1
1576	1	1	1
1577	1	1	1
1578	1	1	1
1579	1	1	1
1580	1	0	1
1581	1	1	1
1582	1	1	1
1583	1	1	1
1584	0	1	0
1585	0	0	0
1586	1	1	1
1587	1	1	1
1588	0	0	0
1589	0	0	0
1590	0	0	0
1591	1	0	0
1592	0	1	0
1593	1	1	1
1594	0	1	0
1595	1	1	1
1596	1	1	1
1597	0	0	0
1598	1	1	1
1599	1	1	1
1600	1	0	1
1601	1	1	1
1602	1	0	1
1603	1	1	1
1604	0	0	0
1605	0	1	0
1606	1	1	1
1607	1	1	1
1608	1	1	1
1609	1	1	1
1610	0	1	0
1611	0	1	0
1612	1	0	1
1613	1	1	1
1614	1	1	1
1615	0	0	0
1616	0	0	0
1617	1	1	1
1618	1	1	1
1619	1	1	1
1620	1	1	1
1621	1	1	1
1622	1	1	1
1623	1	1	1
1624	1	1	1
1625	1	1	1
1626	1	1	1
1627	1	0	1
1628	1	0	1
1629	0	1	0
1630	1	1	1
1631	1	1	1
1632	1	1	1
1633	1	1	1
1634	1	0	1
1635	1	0	1
1636	1	1	1
1637	1	1	1
1638	0	1	0
1639	1	1	1
1640	1	1	1
1641	0	0	0
1642	1	1	1
1643	1	1	1
1644	1	1	1
1645	0	0	0
1646	0	0	0
1647	1	1	1
1648	1	0	1
1649	1	1	1
1650	1	1	1
1651	1	1	1
1652	1	1	1
1653	1	1	1
1654	1	1	1
1655	0	1	0
1656	1	1	1
1657	0	1	0
1658	1	1	1
1659	1	1	1
1660	1	1	1
1661	1	1	1
1662	1	1	1
