,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,galex_objid,sdss_objid,u,g,r,i,z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,nuv_mag,fuv_mag,class,spectrometric_redshift,nuv-u,nuv-g,nuv-r,nuv-i,nuv-z,u-g,u-r,u-i,u-z,g-r,g-i,g-z,r-i,r-z,i-z,fuv-nuv,fuv-u,fuv-g,fuv-r,fuv-i,fuv-z,pred
45,412,412,8287,6379043402351120243,1237668292835606677,20.4721775054932,20.280611038208,20.2847728729248,20.375835418701197,20.4954891204834,0.0821415930986404,0.0640041679143906,0.0442777872085571,0.0329031422734261,0.0244738925248384,21.0328960418701,22.2446136474609,0,-0.00031327910255640696,0.5607185363768998,0.7522850036620987,0.7481231689452983,0.6570606231689027,0.537406921386701,0.19156646728519888,0.18740463256839845,0.09634208679200283,-0.023311614990198848,-0.004161834716800428,-0.09522438049319604,-0.21487808227539773,-0.0910625457763956,-0.2107162475585973,-0.1196537017822017,-1.211717605590799,-1.7724361419676988,-1.9640026092528973,-1.9598407745360973,-1.8687782287597017,-1.7491245269775,1
46,415,415,8397,6379043412014794946,1237668293910003797,20.4027538299561,20.1272964477539,20.4902515411377,20.713943481445305,20.875093460083,0.0828818157315254,0.0645809471607208,0.0446768030524254,0.0331996530294418,0.0246944427490234,19.9094295501709,20.167249679565398,1,6.7661349021364e-05,-0.4933242797852024,-0.2178668975830007,-0.5808219909668004,-0.8045139312744034,-0.9656639099121024,0.2754573822022017,-0.08749771118159799,-0.31118965148920097,-0.4723396301268998,-0.3629550933837997,-0.5866470336914027,-0.7477970123291016,-0.22369194030760287,-0.3848419189453017,-0.16114997863769887,-0.2578201293944993,0.2355041503907032,-0.03995323181149857,0.32300186157230115,0.5466938018799041,0.707843780517603,0
87,592,592,12570,6460380817619164073,1237678595936616970,22.5475997924805,21.6118240356445,21.6156520843506,21.539297103881804,22.543870925903306,0.235832914710045,0.183759406208992,0.127123907208443,0.0944666862487793,0.0702658593654633,22.769311904907198,22.764715194702106,0,-0.000661860685795546,0.22171211242669744,1.1574878692626989,1.1536598205565978,1.2300148010253942,0.2254409790038956,0.9357757568360014,0.9319477081299006,1.0083026885986968,0.003728866577198176,-0.0038280487061008728,0.07252693176269531,-0.9320468902588032,0.07635498046879619,-0.9282188415527024,-1.0045738220214986,0.0045967102050958894,-0.2171154022216016,-1.152891159057603,-1.149063110351502,-1.2254180908202983,-0.2208442687987997,1
89,682,682,14084,6375982382380485258,1237678602378346917,21.1788330078125,20.4636173248291,20.491510391235398,20.0802097320557,19.5698337554932,0.213819310069084,0.166606560349464,0.115257650613785,0.0856487825512886,0.0637069642543793,21.590154647827106,21.111761093139602,0,0.000114886483061127,0.4113216400146023,1.1265373229980007,1.0986442565917045,1.5099449157714029,2.0203208923339027,0.7152156829833984,0.6873226165771023,1.0986232757568004,1.6089992523193004,-0.027893066406296185,0.38340759277340203,0.8937835693359021,0.41130065917969816,0.9216766357421982,0.5103759765625,0.4783935546875,0.06707191467289775,-0.6481437683105007,-0.6202507019042045,-1.0315513610839029,-1.5419273376464029,1
90,696,696,14230,6376017573195022469,1237678602912989620,23.3122482299805,22.260667800903306,20.7949600219727,19.8130741119385,19.4866771697998,0.33864763379097,0.263871937990189,0.182545378804207,0.135650783777237,0.100899264216423,22.5448837280273,22.430549621582,0,-0.000328369555063546,-0.7673645019531996,0.28421592712399857,1.7499237060546022,2.7318096160888,3.0582065582274995,1.0515804290771982,2.517288208007802,3.4991741180419997,3.825571060180701,1.4657077789306037,2.4475936889648007,2.7739906311035014,0.9818859100341976,1.3082828521728975,0.3263969421387003,0.11433410644530186,0.8816986083985014,-0.16988182067869673,-1.6355895996093004,-2.617475509643498,-2.943872451782198,1
93,762,762,14919,6380274895102674960,1237678618503479654,21.497825622558604,20.3610877990723,20.1624069213867,20.1418418884277,20.0580902099609,0.0883848518133163,0.06886887550354,0.047643169760704006,0.0354039818048477,0.0263340566307306,22.586349487304698,23.10896682739261,0,-0.00061449344502762,1.0885238647460938,2.225261688232397,2.423942565917997,2.4445075988769998,2.5282592773438,1.1367378234863033,1.3354187011719034,1.3559837341309056,1.439735412597706,0.19868087768560014,0.2192459106446023,0.30299758911140273,0.020565032959002142,0.10431671142580257,0.08375167846680043,-0.5226173400879048,-1.6111412048339986,-2.747879028320302,-2.9465599060059016,-2.967124938964904,-3.050876617431705,1
94,773,773,15026,3365000498732076185,1237678619014595107,22.4144649505615,21.21941566467289,20.0231342315674,19.284633636474602,18.703857421875,0.267026394605637,0.208065152168274,0.143938511610031,0.106961742043495,0.0795598849654198,23.5267734527588,23.4151554107666,0,-0.000149029132444412,1.1123085021973012,2.3073577880859006,3.503639221191399,4.2421398162841975,4.8229160308838,1.1950492858886008,2.391330718994098,3.1298313140868963,3.7106075286864986,1.1962814331054972,1.934782028198296,2.5155582427978977,0.7385005950927983,1.3192768096924006,0.5807762145996023,0.11161804199219816,-1.000690460205103,-2.1957397460937043,-3.3920211791992014,-4.130521774291998,-4.711297988891602,1
97,907,907,16417,6381013723966868751,1237678660350443939,22.1643447875977,21.852367401123,21.9186363220215,21.5338668823242,21.2077655792236,0.0972284451127052,0.0757597461342812,0.0524102412164211,0.0389464274048805,0.0289689861238003,22.5348720550537,22.743404388427702,0,0.00313127948902547,0.3705272674560014,0.6825046539306996,0.6162357330322017,1.0010051727294993,1.3271064758300994,0.3119773864746982,0.2457084655762003,0.6304779052734979,0.956579208374098,-0.0662689208984979,0.3185005187987997,0.6446018218993999,0.3847694396972976,0.7108707427978977,0.3261013031006001,-0.20853233337400207,-0.5790596008300035,-0.8910369873047017,-0.8247680664062038,-1.2095375061035014,-1.5356388092041016,1
98,928,928,16612,2912810948646405111,1237678660895178848,19.417522430419897,17.712209701538104,16.7569370269775,16.224561691284197,15.7908716201782,0.118850760161877,0.09260770678520196,0.064065583050251,0.0476075932383537,0.0354113020002842,22.4695262908936,22.990592956543,0,-0.00027802115073427596,3.052003860473704,4.757316589355497,5.712589263916103,6.2449645996094025,6.678654670715401,1.7053127288817933,2.660585403442397,3.1929607391357004,3.6266508102416974,0.9552726745606036,1.4876480102539062,1.921338081359904,0.5323753356933025,0.9660654067993004,0.4336900711059979,-0.5210666656493999,-3.573070526123104,-5.278383255004896,-6.233655929565503,-6.766031265258802,-7.199721336364801,1
100,958,958,16933,6381013702492029771,1237678661961056608,20.8362598419189,20.961139678955103,20.7536392211914,20.330989837646502,19.9588470458984,0.142740175127983,0.11122217774391198,0.0769429877400398,0.0571768842637539,0.0425290986895561,21.3005065917969,21.272649765014602,0,0.000833700876682997,0.4642467498780008,0.3393669128417969,0.5468673706055007,0.9695167541503976,1.3416595458985014,-0.12487983703620388,0.08262062072749997,0.505270004272397,0.8774127960205007,0.20750045776370385,0.6301498413086009,1.0022926330567046,0.42264938354489706,0.7947921752930007,0.3721427917481037,0.027856826782297617,-0.4363899230957031,-0.3115100860594993,-0.5190105438232031,-0.9416599273681,-1.3138027191162038,1
102,976,976,17223,6377424883654069421,1237678662511296747,21.653306961059602,20.9332160949707,21.005666732788104,20.9928245544434,20.9776248931885,0.18071328103542306,0.14081056416034698,0.0974120944738388,0.0723876282572746,0.0538430958986282,22.092256546020497,22.47270393371581,0,0.00011054093920392901,0.4389495849608949,1.1590404510497976,1.0865898132323937,1.0994319915770987,1.1146316528319955,0.7200908660889027,0.6476402282714986,0.6604824066162038,0.6756820678711009,-0.07245063781740413,-0.059608459472698876,-0.04440879821780186,0.012842178344705244,0.02804183959960227,0.015199661254897025,-0.3804473876953054,-0.8193969726562003,-1.539487838745103,-1.4670372009276988,-1.479879379272404,-1.4950790405273011,1
103,986,986,17391,3778979820729274749,1237678663043973331,21.608434677124,20.5323925018311,20.5387077331543,20.4781742095947,20.3206729888916,0.128350794315338,0.100010067224503,0.0691865012049675,0.0514129884541035,0.0382418148219585,23.3056640625,23.4711513519287,0,-0.00046228533028625,1.6972293853760014,2.7732715606688987,2.7669563293457,2.8274898529052983,2.9849910736083984,1.0760421752928977,1.069726943969698,1.1302604675292969,1.287761688232397,-0.006315231323199555,0.05421829223639918,0.2117195129394993,0.060533523559598734,0.21803474426269887,0.15750122070310013,-0.16548728942870028,-1.8627166748047017,-2.9387588500975994,-2.9324436187744,-2.9929771423339986,-3.1504783630370987,1
106,1023,1023,17737,6381013715376934320,1237678777403899996,20.5145797729492,19.5939636230469,19.1686973571777,18.7877445220947,18.5702266693115,0.195550173521042,0.152371361851692,0.105409808456898,0.07833078503608701,0.0582637116312981,20.5608024597168,20.9729042053223,0,-0.000354986521415412,0.046222686767599434,0.9668388366699006,1.3921051025391016,1.7730579376220987,1.9905757904053016,0.9206161499023012,1.345882415771502,1.7268352508544993,1.9443531036377024,0.42526626586920097,0.8062191009521982,1.0237369537354013,0.3809528350829972,0.5984706878662003,0.21751785278320312,-0.4121017456055007,-0.4583244323731002,-1.3789405822754013,-1.8042068481446023,-2.1851596832275995,-2.4026775360108026,1
112,1102,1102,18950,2548652697526998133,1237678859536696044,23.2387847900391,21.7091751098633,21.5662269592285,21.828893661499,21.777660369873,0.21540872752666496,0.167845025658607,0.116114407777786,0.0862854495644569,0.0641805231571198,22.167869567871104,24.196418762207,0,-7.70544647821225e-05,-1.0709152221679972,0.4586944580078054,0.601642608642603,0.33897590637210584,0.3902091979981037,1.5296096801758026,1.6725578308106002,1.4098911285401032,1.461124420166101,0.1429481506347976,-0.11971855163569955,-0.06848526000970168,-0.26266670227049715,-0.21143341064449928,0.05123329162599788,-2.028549194335895,-0.9576339721678976,-2.4872436523437003,-2.630191802978498,-2.3675251007080007,-2.4187583923339986,1
114,1108,1108,19030,6380204450122826813,1237678859551900072,22.7717018127441,21.623083114624,21.5957107543945,21.6096248626709,21.4811172485352,0.290978968143463,0.226728841662407,0.15684996545314805,0.116556338965893,0.0866964980959892,21.989253997802702,22.0219345092773,1,-0.000197014203877188,-0.7824478149413991,0.36617088317870383,0.3935432434082031,0.379629135131804,0.5081367492675035,1.148618698120103,1.1759910583496025,1.1620769500732029,1.2905845642089029,0.02737236022949929,0.013458251953100131,0.14196586608879969,-0.013914108276399162,0.1145935058593004,0.12850761413569955,-0.03268051147459872,0.7497673034668004,-0.39885139465330255,-0.4262237548828017,-0.4123096466064027,-0.5408172607421022,0
115,1110,1110,19032,6380204450122826813,1237678859551900072,22.7717018127441,21.623083114624,21.5957107543945,21.6096248626709,21.4811172485352,0.290978968143463,0.226728841662407,0.15684996545314805,0.116556338965893,0.0866964980959892,21.989253997802702,22.0219345092773,0,-0.000197014203877188,-0.7824478149413991,0.36617088317870383,0.3935432434082031,0.379629135131804,0.5081367492675035,1.148618698120103,1.1759910583496025,1.1620769500732029,1.2905845642089029,0.02737236022949929,0.013458251953100131,0.14196586608879969,-0.013914108276399162,0.1145935058593004,0.12850761413569955,-0.03268051147459872,0.7497673034668004,-0.39885139465330255,-0.4262237548828017,-0.4123096466064027,-0.5408172607421022,1
118,1247,1247,20775,6380380355877144109,1237678889594126563,20.933790206909197,20.5267009735107,20.6010589599609,20.551095962524396,20.110279083252,0.158935889601707,0.123841769993305,0.0856731608510017,0.0636643394827843,0.0473545752465725,21.1714458465576,21.1385459899902,0,0.0005352108273655177,0.237655639648402,0.6447448730468999,0.5703868865967011,0.6203498840332031,1.0611667633056,0.4070892333984979,0.33273124694829903,0.3826942443848012,0.8235111236571981,-0.07435798645019888,-0.024394989013696744,0.4164218902587001,0.04996299743650212,0.4907798767088991,0.440816879272397,0.032899856567400576,-0.2047557830810014,-0.6118450164794993,-0.5374870300293004,-0.5874500274658025,-1.0282669067381995,1
122,1344,1344,22124,3073533160348192562,1237678920204681422,20.7192821502686,19.9685592651367,19.5814819335938,19.468608856201197,19.361404418945305,0.34636756777763394,0.269887238740921,0.18670675158500696,0.138743132352829,0.103199400007725,22.649356842041,24.507450103759798,0,-0.00112508202437311,1.9300746917724003,2.6807975769043004,3.0678749084472017,3.1807479858398047,3.2879524230957,0.7507228851318999,1.1378002166748011,1.250673294067404,1.357877731323299,0.3870773315429013,0.4999504089355042,0.6071548461913991,0.11287307739260301,0.2200775146484979,0.1072044372558949,-1.858093261718796,-3.7881679534911967,-4.538890838623097,-4.925968170165999,-5.038841247558602,-5.146045684814496,1
124,1349,1349,22232,2548652697527005862,1237678920733098206,23.672367095947298,20.6913146972656,20.29239273071289,20.1447792053223,19.8924808502197,0.17647396028041798,0.13750730454921695,0.0951269194483757,0.0706894993782043,0.0525799989700317,22.6152496337891,24.353773117065398,0,-0.000772959901951253,-1.057117462158196,1.9239349365235008,2.322856903076204,2.4704704284668004,2.7227687835694,2.9810523986816966,3.3799743652344,3.5275878906249964,3.779886245727597,0.3989219665527024,0.546535491943299,0.7988338470458984,0.14761352539059658,0.399911880493196,0.25229835510259946,-1.738523483276296,-0.6814060211181001,-3.6624584197997976,-4.0613803863525,-4.208993911743097,-4.461292266845697,1
125,1350,1350,22233,2548652697527005862,1237678920733098206,23.672367095947298,20.6913146972656,20.29239273071289,20.1447792053223,19.8924808502197,0.17647396028041798,0.13750730454921695,0.0951269194483757,0.0706894993782043,0.0525799989700317,22.6152496337891,24.353773117065398,0,-0.000674576906021684,-1.057117462158196,1.9239349365235008,2.322856903076204,2.4704704284668004,2.7227687835694,2.9810523986816966,3.3799743652344,3.5275878906249964,3.779886245727597,0.3989219665527024,0.546535491943299,0.7988338470458984,0.14761352539059658,0.399911880493196,0.25229835510259946,-1.738523483276296,-0.6814060211181001,-3.6624584197997976,-4.0613803863525,-4.208993911743097,-4.461292266845697,1
126,1351,1351,22234,2548652697527005862,1237678920733098206,23.672367095947298,20.6913146972656,20.29239273071289,20.1447792053223,19.8924808502197,0.17647396028041798,0.13750730454921695,0.0951269194483757,0.0706894993782043,0.0525799989700317,22.6152496337891,24.353773117065398,0,-0.000772959901951253,-1.057117462158196,1.9239349365235008,2.322856903076204,2.4704704284668004,2.7227687835694,2.9810523986816966,3.3799743652344,3.5275878906249964,3.779886245727597,0.3989219665527024,0.546535491943299,0.7988338470458984,0.14761352539059658,0.399911880493196,0.25229835510259946,-1.738523483276296,-0.6814060211181001,-3.6624584197997976,-4.0613803863525,-4.208993911743097,-4.461292266845697,1
127,1352,1352,22235,2548652697527005862,1237678920733098206,23.672367095947298,20.6913146972656,20.29239273071289,20.1447792053223,19.8924808502197,0.17647396028041798,0.13750730454921695,0.0951269194483757,0.0706894993782043,0.0525799989700317,22.6152496337891,24.353773117065398,0,-0.000674576906021684,-1.057117462158196,1.9239349365235008,2.322856903076204,2.4704704284668004,2.7227687835694,2.9810523986816966,3.3799743652344,3.5275878906249964,3.779886245727597,0.3989219665527024,0.546535491943299,0.7988338470458984,0.14761352539059658,0.399911880493196,0.25229835510259946,-1.738523483276296,-0.6814060211181001,-3.6624584197997976,-4.0613803863525,-4.208993911743097,-4.461292266845697,1
128,1355,1355,22331,2482470893627903264,1237678920750465637,21.980455398559602,21.33962059021,20.4454174041748,19.715501785278303,19.1732082366943,0.16011019051075,0.124756783246994,0.0863061621785164,0.0641347318887711,0.04770445451140401,23.873807907104503,23.4350395202637,0,0.00011534545046743,1.8933525085449008,2.534187316894503,3.4283905029297017,4.1583061218262,4.700599670410202,0.6408348083496023,1.5350379943848012,2.2649536132813,2.807247161865302,0.8942031860351989,1.6241188049316977,2.1664123535157,0.7299156188964986,1.2722091674805007,0.5422935485840021,0.43876838684080255,-1.4545841217040982,-2.0954189300537003,-2.9896221160888987,-3.7195377349853977,-4.2618312835694,1
135,1440,1440,23788,6380908183735502545,1237679254673752378,21.3842182159424,20.6139602661133,20.597093582153303,20.653789520263697,20.8458213806152,0.130496814846992,0.101682230830193,0.0703433007001877,0.0522726103663445,0.0388812161982059,21.839097976684602,21.7387542724609,0,-0.000654768256936222,0.4548797607422017,1.2251377105713033,1.2420043945312995,1.1853084564209055,0.9932765960694034,0.7702579498291016,0.7871246337890979,0.7304286956787038,0.5383968353272017,0.016866683959996458,-0.03982925415039773,-0.23186111450189986,-0.0566959381103942,-0.2487277984618963,-0.1920318603515021,0.10034370422370388,-0.35453605651849784,-1.1247940063475994,-1.141660690307596,-1.0849647521972017,-0.8929328918456996,1
136,1447,1447,23881,2547386060131807308,1237679255208329841,24.2458057403564,21.58845901489261,21.4734210968018,21.505674362182607,21.145393371582,0.092161625623703,0.0718117132782936,0.0496790111064911,0.0369168296456337,0.0274593383073807,24.2906494140625,24.7822647094727,0,-0.00037573248846456403,0.044843673706100866,2.702190399169897,2.8172283172607004,2.784975051879897,3.1452560424805007,2.657346725463796,2.7723846435545987,2.740131378173796,3.1004123687744,0.11503791809080255,0.08278465271000003,0.4430656433106037,-0.03225326538080253,0.3280277252198012,0.3602809906006037,-0.4916152954101989,-0.5364589691162998,-3.193805694580096,-3.3088436126708984,-3.2765903472900964,-3.6368713378907,1
137,1457,1457,24105,6380310046188766887,1237679322311295319,22.221204757690398,21.1810703277588,21.1732864379883,20.897081375122106,20.2862701416016,0.12032826989889098,0.0937589704990387,0.0648620203137398,0.0481994338333607,0.0358515232801437,22.0569763183594,21.923265457153306,0,-0.00023110654728952798,-0.16422843933099784,0.8759059906006001,0.8836898803711009,1.1598949432372976,1.7707061767577983,1.040134429931598,1.0479183197020987,1.3241233825682954,1.934934616088796,0.007783889770500706,0.28398895263669743,0.8948001861571981,0.2762050628661967,0.8870162963866974,0.6108112335205007,0.13371086120609732,0.2979393005370952,-0.7421951293945028,-0.7499790191650035,-1.0261840820312005,-1.636995315551701,1
141,1568,1568,25982,2917560838878400003,1237679434524590455,21.2799701690674,20.3576374053955,20.1390628814697,20.1816368103027,19.972806930542,0.18247626721859,0.142184272408485,0.098362423479557,0.0730938240885735,0.0543683767318726,22.32790184021,22.9550628662109,0,-0.0009022505255416039,1.0479316711425994,1.9702644348144995,2.1888389587402983,2.146265029907301,2.3550949096680007,0.9223327636719,1.1409072875976989,1.0983333587647015,1.3071632385254013,0.21857452392579896,0.17600059509280186,0.3848304748535014,-0.04257392883299715,0.1662559509277024,0.20882987976069955,-0.6271610260008984,-1.6750926971434978,-2.5974254608153977,-2.8159999847411967,-2.7734260559082,-2.9822559356688987,1
143,1575,1575,26058,2919003398134039380,1237679435060281731,21.7841949462891,21.5452060699463,21.68355178833011,21.76323127746581,21.1926498413086,0.12503704428672802,0.0974280163645744,0.0674002468585968,0.0500856079161167,0.0372544936835766,22.701379776001,23.74589729309081,0,0.0031223080586642,0.9171848297119,1.1561737060547017,1.0178279876708984,0.9381484985351988,1.5087299346924006,0.23898887634280186,0.1006431579589986,0.02096366882329903,0.5915451049805007,-0.13834571838380327,-0.21802520751950288,0.3525562286376989,-0.07967948913569955,0.4909019470215021,0.5705814361572017,-1.0445175170898011,-1.961702346801701,-2.200691223144503,-2.0623455047607,-1.982666015625,-2.5532474517822017,1
146,1610,1610,26576,2547104585356413246,1237679439889040433,26.5975914001465,22.680448532104503,21.7777633666992,21.2441635131836,20.0902271270752,0.112028017640114,0.0872914716601372,0.0603878349065781,0.0448746345937252,0.0333784818649292,23.3215503692627,24.1625480651855,0,-0.00402041105553508,-3.2760410308838,0.641101837158196,1.543787002563498,2.0773868560790985,3.2313232421875,3.917142868041996,4.819828033447298,5.353427886962899,6.5073642730713,0.902685165405302,1.4362850189209018,2.5902214050293044,0.5335998535156001,1.687536239624002,1.1539363861084022,-0.8409976959228018,2.435043334960998,-1.4820995330809978,-2.3847846984863,-2.9183845520019003,-4.072320938110302,1
157,1680,1680,27252,6380943387434944768,1237679459750379855,20.8490104675293,20.2724380493164,20.2582988739014,20.1825256347656,20.0385112762451,0.166734158992767,0.129918128252029,0.08987676352262501,0.06678806245327,0.0496780499815941,21.0281944274902,22.2024612426758,0,0.00016148587747011298,0.17918395996089842,0.7557563781737997,0.7698955535887997,0.8456687927245987,0.9896831512450994,0.5765724182129013,0.5907115936279013,0.6664848327637003,0.810499191284201,0.014139175414999984,0.08991241455079901,0.2339267730712997,0.07577323913579903,0.21978759765629974,0.1440143585205007,-1.1742668151856002,-1.3534507751464986,-1.9300231933594,-1.9441623687744,-2.019935607910199,-2.1639499664307,1
169,1764,1764,28166,3054885443141117257,1237679476406944131,21.890394210815398,21.060884475708,21.3641052246094,20.8087520599365,20.856754302978498,0.263140082359314,0.205036967992783,0.141843631863594,0.105405017733574,0.07840196788311,22.6502799987793,23.714956283569304,0,-0.000438004179159179,0.7598857879639027,1.5893955230712995,1.2861747741699006,1.8415279388428016,1.7935256958008026,0.829509735107397,0.5262889862059978,1.0816421508788991,1.0336399078369,-0.3032207489013992,0.2521324157715021,0.20413017272950285,0.5553531646729013,0.5073509216309021,-0.048002243041999286,-1.0646762847900035,-1.8245620727539065,-2.654071807861304,-2.350851058959904,-2.9062042236328054,-2.858201980590806,1
